pair,time,vol_z,pnl,hours_held,variant
MEGAUSDT,2026-05-29 04:00:00+00:00,3.43,-0.05500000000000004,8,A_baseline
MEGAUSDT,2026-06-14 18:00:00+00:00,3.72,0.010000000000000123,30,A_baseline
MEGAUSDT,2026-06-17 13:00:00+00:00,3.98,0.10999999999999999,13,A_baseline
MEGAUSDT,2026-06-22 12:00:00+00:00,4.73,-0.05500000000000004,20,A_baseline
MEGAUSDT,2026-06-24 06:00:00+00:00,3.59,-0.05500000000000004,3,A_baseline
PENGUUSDT,2025-03-13 12:00:00+00:00,3.73,-0.05500000000000015,9,A_baseline
PENGUUSDT,2025-06-13 10:00:00+00:00,3.37,0.006053795136330091,36,A_baseline
PENGUUSDT,2025-06-28 13:00:00+00:00,3.31,0.10999999999999999,5,A_baseline
PENGUUSDT,2025-06-30 04:00:00+00:00,3.07,0.010000000000000123,8,A_baseline
PENGUUSDT,2025-07-01 01:00:00+00:00,3.17,0.10999999999999976,29,A_baseline
PENGUUSDT,2025-07-11 20:00:00+00:00,3.13,-0.05500000000000004,2,A_baseline
PENGUUSDT,2025-09-17 18:00:00+00:00,3.24,0.10999999999999999,14,A_baseline
PENGUUSDT,2026-01-04 08:00:00+00:00,3.11,0.08014090946878383,36,A_baseline
PENGUUSDT,2026-02-06 00:00:00+00:00,3.22,0.10999999999999999,16,A_baseline
PENGUUSDT,2026-03-18 05:00:00+00:00,3.34,-0.05500000000000004,7,A_baseline
PENGUUSDT,2026-04-27 06:00:00+00:00,3.4,0.029730660186310435,36,A_baseline
PUMPUSDT,2025-09-25 15:00:00+00:00,3.56,-0.05500000000000004,2,A_baseline
PUMPUSDT,2025-09-26 05:00:00+00:00,4.8,-7.097791798115882e-05,36,A_baseline
PUMPUSDT,2026-01-13 22:00:00+00:00,3.25,0.05203296703296701,36,A_baseline
PUMPUSDT,2026-04-28 21:00:00+00:00,8.34,-0.05500000000000015,20,A_baseline
SEIUSDT,2025-02-03 14:00:00+00:00,3.01,0.05790406222990508,36,A_baseline
SEIUSDT,2025-02-22 04:00:00+00:00,3.02,-0.03181444404719346,36,A_baseline
SEIUSDT,2025-02-24 16:00:00+00:00,3.17,-0.05500000000000004,6,A_baseline
SEIUSDT,2025-04-02 20:00:00+00:00,3.04,-0.05500000000000004,2,A_baseline
SEIUSDT,2025-05-09 08:00:00+00:00,3.05,0.10393617021276624,36,A_baseline
SEIUSDT,2025-06-17 16:00:00+00:00,4.21,0.09550368550368538,36,A_baseline
SEIUSDT,2025-06-24 08:00:00+00:00,3.5,-0.05499999999999993,6,A_baseline
SEIUSDT,2025-08-24 19:00:00+00:00,4.34,-0.05500000000000015,11,A_baseline
SEIUSDT,2025-09-17 18:00:00+00:00,4.12,0.07274193548387109,36,A_baseline
SEIUSDT,2025-10-11 01:00:00+00:00,3.21,0.02995677233429406,36,A_baseline
SEIUSDT,2025-10-16 09:00:00+00:00,3.07,-0.05500000000000004,10,A_baseline
SEIUSDT,2025-10-30 12:00:00+00:00,3.02,-0.05500000000000004,5,A_baseline
SEIUSDT,2025-12-10 20:00:00+00:00,3.44,-0.05500000000000004,6,A_baseline
SEIUSDT,2025-12-30 06:00:00+00:00,3.46,-0.022793594306049877,36,A_baseline
SEIUSDT,2026-01-14 10:00:00+00:00,3.28,-0.05500000000000004,33,A_baseline
SEIUSDT,2026-02-06 00:00:00+00:00,3.65,0.06948275862068976,36,A_baseline
SEIUSDT,2026-02-07 16:00:00+00:00,3.24,-0.012741935483871033,36,A_baseline
SEIUSDT,2026-03-10 00:00:00+00:00,3.08,-0.05500000000000004,26,A_baseline
SEIUSDT,2026-03-11 10:00:00+00:00,3.28,0.036600000000000084,36,A_baseline
SEIUSDT,2026-04-22 06:00:00+00:00,3.19,-0.013018327605956444,36,A_baseline
SEIUSDT,2026-05-10 22:00:00+00:00,3.27,-0.05500000000000004,33,A_baseline
SYNUSDT,2025-02-12 00:00:00+00:00,3.02,0.10999999999999999,11,A_baseline
SYNUSDT,2025-02-12 15:00:00+00:00,4.44,-0.05500000000000015,1,A_baseline
SYNUSDT,2025-04-18 13:00:00+00:00,6.41,0.03170886075949365,36,A_baseline
SYNUSDT,2025-04-21 09:00:00+00:00,3.86,0.10999999999999999,4,A_baseline
SYNUSDT,2025-04-21 23:00:00+00:00,3.3,0.10999999999999999,11,A_baseline
SYNUSDT,2025-04-22 11:00:00+00:00,3.33,-0.05500000000000015,29,A_baseline
SYNUSDT,2025-04-24 04:00:00+00:00,3.23,-0.05500000000000004,3,A_baseline
SYNUSDT,2025-04-24 17:00:00+00:00,3.03,0.10999999999999999,5,A_baseline
SYNUSDT,2025-07-06 18:00:00+00:00,4.39,-0.05500000000000015,16,A_baseline
SYNUSDT,2025-07-08 18:00:00+00:00,3.47,0.10999999999999999,13,A_baseline
SYNUSDT,2025-07-11 05:00:00+00:00,3.13,0.10999999999999999,18,A_baseline
SYNUSDT,2025-07-12 01:00:00+00:00,3.59,0.11000000000000021,5,A_baseline
SYNUSDT,2025-07-22 23:00:00+00:00,3.71,-0.05500000000000004,3,A_baseline
SYNUSDT,2025-07-23 06:00:00+00:00,3.48,0.009999999999999901,6,A_baseline
SYNUSDT,2025-09-14 11:00:00+00:00,3.78,-0.05500000000000004,3,A_baseline
SYNUSDT,2025-09-29 17:00:00+00:00,4.41,-0.05500000000000004,22,A_baseline
SYNUSDT,2025-11-06 04:00:00+00:00,3.02,0.009999999999999901,12,A_baseline
SYNUSDT,2025-12-25 05:00:00+00:00,3.11,-0.020841584158415857,36,A_baseline
SYNUSDT,2026-01-06 04:00:00+00:00,3.71,-0.003327759197324305,36,A_baseline
SYNUSDT,2026-01-08 21:00:00+00:00,3.36,0.09306451612903233,36,A_baseline
SYNUSDT,2026-01-28 18:00:00+00:00,3.4,-0.05500000000000004,1,A_baseline
SYNUSDT,2026-01-30 03:00:00+00:00,3.22,-0.05500000000000004,3,A_baseline
SYNUSDT,2026-01-31 00:00:00+00:00,3.19,0.010000000000000123,3,A_baseline
SYNUSDT,2026-01-31 04:00:00+00:00,3.17,0.010000000000000123,8,A_baseline
SYNUSDT,2026-03-21 18:00:00+00:00,3.5,-0.04441908713692943,36,A_baseline
SYNUSDT,2026-05-10 10:00:00+00:00,3.33,0.024159519725557414,36,A_baseline
SYNUSDT,2026-05-22 13:00:00+00:00,3.35,-0.0028448275862068507,36,A_baseline
TIAUSDT,2025-01-16 18:00:00+00:00,3.12,0.03758757961783433,36,A_baseline
TIAUSDT,2025-05-09 06:00:00+00:00,5.4,0.10999999999999999,18,A_baseline
TIAUSDT,2025-05-11 00:00:00+00:00,3.73,-0.013901166359729818,36,A_baseline
TIAUSDT,2025-08-24 19:00:00+00:00,3.72,-0.05500000000000004,12,A_baseline
TIAUSDT,2025-09-17 09:00:00+00:00,3.69,0.07193853427895969,36,A_baseline
TIAUSDT,2025-10-13 11:00:00+00:00,3.08,0.0694986200551978,36,A_baseline
TIAUSDT,2025-11-08 02:00:00+00:00,3.11,-0.05500000000000004,3,A_baseline
TIAUSDT,2025-11-08 09:00:00+00:00,4.41,0.0038932806324109047,36,A_baseline
TIAUSDT,2026-01-05 01:00:00+00:00,3.7,0.04969159531714141,36,A_baseline
TIAUSDT,2026-02-07 16:00:00+00:00,3.14,-0.02772727272727282,36,A_baseline
TIAUSDT,2026-02-09 06:00:00+00:00,3.29,-0.05500000000000004,36,A_baseline
TIAUSDT,2026-03-28 00:00:00+00:00,3.64,-0.02549042660396372,36,A_baseline
TIAUSDT,2026-04-16 07:00:00+00:00,4.0,0.10999999999999999,9,A_baseline
TIAUSDT,2026-04-16 18:00:00+00:00,4.27,0.08165986741458442,36,A_baseline
TRUMPUSDT,2025-04-24 05:00:00+00:00,3.48,-0.05500000000000004,2,A_baseline
TRUMPUSDT,2025-04-25 10:00:00+00:00,3.44,0.10999999999999999,21,A_baseline
TRUMPUSDT,2025-07-09 18:00:00+00:00,3.78,0.09299549549549535,36,A_baseline
TRUMPUSDT,2025-07-17 10:00:00+00:00,3.31,0.027566897918731462,36,A_baseline
TRUMPUSDT,2025-08-24 19:00:00+00:00,3.86,-0.05500000000000015,24,A_baseline
TRUMPUSDT,2025-09-01 05:00:00+00:00,3.27,0.026764705882352916,36,A_baseline
TRUMPUSDT,2025-09-22 00:00:00+00:00,3.24,-0.05500000000000004,6,A_baseline
TRUMPUSDT,2025-09-29 23:00:00+00:00,3.09,-0.005,36,A_baseline
TRUMPUSDT,2025-10-08 01:00:00+00:00,4.97,-0.023252933507170722,36,A_baseline
TRUMPUSDT,2025-10-13 11:00:00+00:00,3.84,-0.00801109350237705,36,A_baseline
TRUMPUSDT,2025-10-28 05:00:00+00:00,3.15,0.10999999999999999,25,A_baseline
TRUMPUSDT,2025-10-29 08:00:00+00:00,3.81,0.010000000000000123,34,A_baseline
TRUMPUSDT,2025-12-24 08:00:00+00:00,4.38,0.02067819424311457,36,A_baseline
TRUMPUSDT,2026-01-03 00:00:00+00:00,3.53,0.06976462477841261,36,A_baseline
TRUMPUSDT,2026-01-05 01:00:00+00:00,3.1,0.01839181286549685,36,A_baseline
TRUMPUSDT,2026-01-31 17:00:00+00:00,3.2,-0.05499999999999993,1,A_baseline
TRUMPUSDT,2026-02-06 07:00:00+00:00,3.3,0.06104166666666678,36,A_baseline
TRUMPUSDT,2026-03-13 17:00:00+00:00,4.3,0.10999999999999999,10,A_baseline
TRUMPUSDT,2026-03-14 08:00:00+00:00,3.65,0.02393401015228436,36,A_baseline
TRUMPUSDT,2026-04-14 15:00:00+00:00,3.28,0.02596085409252658,36,A_baseline
TRUMPUSDT,2026-06-12 13:00:00+00:00,3.09,0.10999999999999999,12,A_baseline
XPLUSDT,2025-10-08 10:00:00+00:00,3.52,-0.05500000000000004,16,A_baseline
XPLUSDT,2026-05-07 11:00:00+00:00,3.47,0.07099221789883281,36,A_baseline
XPLUSDT,2026-05-29 05:00:00+00:00,3.15,-0.05500000000000004,8,A_baseline
XPLUSDT,2026-06-12 11:00:00+00:00,3.32,-0.05499999999999993,7,A_baseline
XPLUSDT,2026-06-25 05:00:00+00:00,4.88,0.10999999999999999,16,A_baseline
ZROUSDT,2025-01-16 16:00:00+00:00,3.17,0.05834839681514959,36,A_baseline
ZROUSDT,2025-02-25 10:00:00+00:00,3.13,0.07833333333333348,36,A_baseline
ZROUSDT,2025-03-15 08:00:00+00:00,3.97,0.10999999999999999,18,A_baseline
ZROUSDT,2025-05-26 16:00:00+00:00,3.37,-0.010524861878452915,36,A_baseline
ZROUSDT,2025-07-11 06:00:00+00:00,3.42,-0.05500000000000004,30,A_baseline
ZROUSDT,2025-07-14 06:00:00+00:00,3.03,-0.05500000000000004,21,A_baseline
ZROUSDT,2025-07-18 11:00:00+00:00,3.17,-0.05500000000000004,4,A_baseline
ZROUSDT,2025-07-20 00:00:00+00:00,4.87,0.08591324200913253,36,A_baseline
ZROUSDT,2025-08-10 23:00:00+00:00,3.34,0.10999999999999999,3,A_baseline
ZROUSDT,2025-08-11 06:00:00+00:00,4.51,-0.05500000000000004,8,A_baseline
ZROUSDT,2025-08-29 07:00:00+00:00,3.59,-0.05500000000000004,7,A_baseline
ZROUSDT,2025-09-17 17:00:00+00:00,3.21,0.06497914494264878,36,A_baseline
ZROUSDT,2025-09-20 13:00:00+00:00,3.72,-0.03598450774612682,36,A_baseline
ZROUSDT,2025-09-22 15:00:00+00:00,4.39,0.10999999999999999,34,A_baseline
ZROUSDT,2025-09-24 04:00:00+00:00,3.81,-0.05499999999999993,27,A_baseline
ZROUSDT,2025-09-26 14:00:00+00:00,3.68,0.02698948290972825,36,A_baseline
ZROUSDT,2026-01-14 10:00:00+00:00,3.1,-0.026791767554479314,36,A_baseline
ZROUSDT,2026-01-19 00:00:00+00:00,4.18,0.008505578391074468,36,A_baseline
ZROUSDT,2026-01-21 06:00:00+00:00,3.34,0.06352697095435678,36,A_baseline
ZROUSDT,2026-01-23 06:00:00+00:00,3.64,-0.05499999999999993,27,A_baseline
ZROUSDT,2026-03-22 05:00:00+00:00,3.19,0.05526557711950975,36,A_baseline
ZROUSDT,2026-06-03 19:00:00+00:00,3.33,-0.05500000000000004,7,A_baseline
币安人生USDT,2026-04-06 01:00:00+00:00,4.16,-0.05499999999999993,2,A_baseline
币安人生USDT,2026-04-06 16:00:00+00:00,3.63,0.010000000000000123,9,A_baseline
币安人生USDT,2026-04-07 02:00:00+00:00,3.11,-0.05500000000000004,11,A_baseline
币安人生USDT,2026-04-15 02:00:00+00:00,3.22,-0.05499999999999993,1,A_baseline
ALLOUSDT,2025-11-20 06:00:00+00:00,4.82,-0.05200000000000016,9,B_maker
ALLOUSDT,2026-01-25 07:00:00+00:00,3.18,-0.052000000000000046,9,B_maker
ALLOUSDT,2026-05-21 10:00:00+00:00,4.72,-0.05200000000000016,5,B_maker
ALLOUSDT,2026-05-21 17:00:00+00:00,3.73,0.11299999999999999,19,B_maker
ALLOUSDT,2026-05-22 16:00:00+00:00,3.19,-0.052000000000000046,6,B_maker
ALLOUSDT,2026-05-28 05:00:00+00:00,3.25,0.11299999999999999,9,B_maker
APTUSDT,2025-05-09 08:00:00+00:00,3.74,0.0182251143158636,36,B_maker
APTUSDT,2025-05-11 03:00:00+00:00,3.4,-0.051999999999999935,4,B_maker
APTUSDT,2025-05-12 07:00:00+00:00,3.43,-0.052000000000000046,11,B_maker
APTUSDT,2025-05-13 19:00:00+00:00,3.31,-0.051999999999999935,17,B_maker
APTUSDT,2025-05-21 17:00:00+00:00,3.24,0.11299999999999999,34,B_maker
APTUSDT,2025-06-20 17:00:00+00:00,3.18,0.012999999999999902,30,B_maker
APTUSDT,2025-06-25 02:00:00+00:00,4.49,-0.052000000000000046,12,B_maker
APTUSDT,2025-06-27 07:00:00+00:00,4.03,-0.052000000000000046,8,B_maker
APTUSDT,2025-08-08 00:00:00+00:00,3.7,0.07767900133749439,36,B_maker
APTUSDT,2025-08-24 19:00:00+00:00,3.2,-0.05200000000000016,13,B_maker
APTUSDT,2025-09-17 18:00:00+00:00,3.73,0.06537850787132116,36,B_maker
APTUSDT,2025-09-30 21:00:00+00:00,3.03,0.10572862709145081,36,B_maker
APTUSDT,2025-10-03 16:00:00+00:00,3.08,-0.001812628817687843,36,B_maker
APTUSDT,2025-12-20 10:00:00+00:00,3.58,-0.052000000000000046,27,B_maker
APTUSDT,2025-12-23 06:00:00+00:00,3.27,0.011871374527112179,36,B_maker
APTUSDT,2025-12-31 07:00:00+00:00,3.19,0.08147826086956522,36,B_maker
APTUSDT,2026-01-07 01:00:00+00:00,3.06,-0.052000000000000046,29,B_maker
APTUSDT,2026-01-20 10:00:00+00:00,3.26,-0.05200000000000016,12,B_maker
APTUSDT,2026-02-06 12:00:00+00:00,4.35,0.05340616246498597,36,B_maker
APTUSDT,2026-02-23 09:00:00+00:00,3.49,-0.052000000000000046,8,B_maker
APTUSDT,2026-03-16 14:00:00+00:00,3.8,0.014080402010050232,36,B_maker
APTUSDT,2026-03-23 23:00:00+00:00,3.44,0.00828999064546321,36,B_maker
APTUSDT,2026-04-17 10:00:00+00:00,3.08,-0.052000000000000046,32,B_maker
APTUSDT,2026-04-22 05:00:00+00:00,3.69,-0.027210084033613358,36,B_maker
APTUSDT,2026-04-25 07:00:00+00:00,3.26,0.013432098765432167,36,B_maker
APTUSDT,2026-04-28 05:00:00+00:00,3.18,0.009316872427983515,36,B_maker
APTUSDT,2026-04-30 16:00:00+00:00,3.12,0.007109311740890691,36,B_maker
APTUSDT,2026-05-05 18:00:00+00:00,4.1,0.07267908902691489,36,B_maker
APTUSDT,2026-05-10 20:00:00+00:00,5.94,-0.052000000000000046,6,B_maker
APTUSDT,2026-05-17 13:00:00+00:00,3.12,-0.052000000000000046,10,B_maker
APTUSDT,2026-06-06 14:00:00+00:00,3.16,0.005587253414264028,36,B_maker
ARBUSDT,2025-02-01 03:00:00+00:00,4.01,-0.052000000000000046,16,B_maker
ARBUSDT,2025-02-25 07:00:00+00:00,3.21,0.06208870762171803,36,B_maker
ARBUSDT,2025-04-02 20:00:00+00:00,3.11,-0.05200000000000016,2,B_maker
ARBUSDT,2025-05-07 18:00:00+00:00,3.13,0.11300000000000021,24,B_maker
ARBUSDT,2025-05-09 09:00:00+00:00,3.39,0.11299999999999999,33,B_maker
ARBUSDT,2025-05-11 02:00:00+00:00,6.4,-0.052000000000000046,4,B_maker
ARBUSDT,2025-05-12 05:00:00+00:00,3.02,-0.052000000000000046,13,B_maker
ARBUSDT,2025-05-21 17:00:00+00:00,3.11,0.08734376577486125,36,B_maker
ARBUSDT,2025-06-30 08:00:00+00:00,3.72,-0.052000000000000046,7,B_maker
ARBUSDT,2025-07-01 10:00:00+00:00,3.12,0.07198354160316978,36,B_maker
ARBUSDT,2025-07-18 08:00:00+00:00,3.04,-0.052000000000000046,12,B_maker
ARBUSDT,2025-08-24 10:00:00+00:00,3.04,-0.05200000000000016,24,B_maker
ARBUSDT,2025-09-17 18:00:00+00:00,3.05,0.062193548387096786,36,B_maker
ARBUSDT,2025-09-25 15:00:00+00:00,4.53,-0.052000000000000046,2,B_maker
ARBUSDT,2025-10-13 11:00:00+00:00,3.1,0.010385726924211138,36,B_maker
ARBUSDT,2025-10-29 18:00:00+00:00,3.84,-0.05200000000000016,18,B_maker
ARBUSDT,2025-11-12 22:00:00+00:00,3.16,-0.052000000000000046,20,B_maker
ARBUSDT,2025-11-14 23:00:00+00:00,3.29,0.005572570466975126,36,B_maker
ARBUSDT,2026-01-07 11:00:00+00:00,3.8,-0.052000000000000046,19,B_maker
ARBUSDT,2026-01-16 04:00:00+00:00,3.31,0.07131723804925172,36,B_maker
ARBUSDT,2026-01-30 01:00:00+00:00,3.12,-0.05200000000000016,36,B_maker
ARBUSDT,2026-02-02 01:00:00+00:00,3.11,-0.05200000000000016,4,B_maker
ARBUSDT,2026-02-02 06:00:00+00:00,3.47,-0.052000000000000046,35,B_maker
ARBUSDT,2026-02-07 16:00:00+00:00,3.1,-0.03028618968386021,36,B_maker
ARBUSDT,2026-02-20 05:00:00+00:00,3.08,-0.052000000000000046,7,B_maker
ARBUSDT,2026-02-27 10:00:00+00:00,3.55,-0.051999999999999935,3,B_maker
ARBUSDT,2026-04-08 05:00:00+00:00,3.16,-6.013579049457367e-05,36,B_maker
ARBUSDT,2026-04-11 04:00:00+00:00,3.52,-0.052000000000000046,26,B_maker
ARBUSDT,2026-04-16 07:00:00+00:00,3.42,0.09443812709030097,36,B_maker
ARBUSDT,2026-05-01 02:00:00+00:00,3.33,-0.014861736334405016,36,B_maker
ARBUSDT,2026-05-03 10:00:00+00:00,3.14,-0.014722646310432628,36,B_maker
ARBUSDT,2026-05-09 08:00:00+00:00,3.43,-0.052000000000000046,7,B_maker
ARBUSDT,2026-05-10 14:00:00+00:00,3.76,-0.018254416961130726,36,B_maker
ARBUSDT,2026-05-17 23:00:00+00:00,3.17,-0.014017167381974336,36,B_maker
ARBUSDT,2026-06-07 06:00:00+00:00,3.37,0.0016188178528346881,36,B_maker
ARBUSDT,2026-06-29 03:00:00+00:00,3.03,-0.019173051519154716,36,B_maker
BIOUSDT,2025-04-02 20:00:00+00:00,3.34,-0.051999999999999935,2,B_maker
BIOUSDT,2025-04-17 10:00:00+00:00,4.37,-0.052000000000000046,1,B_maker
BIOUSDT,2025-04-21 06:00:00+00:00,3.18,-0.052000000000000046,17,B_maker
BIOUSDT,2025-07-11 02:00:00+00:00,3.46,-0.05200000000000016,19,B_maker
BIOUSDT,2025-07-18 07:00:00+00:00,3.28,-0.052000000000000046,4,B_maker
BIOUSDT,2025-07-30 16:00:00+00:00,3.47,-0.052000000000000046,3,B_maker
BIOUSDT,2025-08-08 00:00:00+00:00,3.2,-0.052000000000000046,3,B_maker
BIOUSDT,2025-12-07 00:00:00+00:00,4.59,-0.052000000000000046,12,B_maker
BIOUSDT,2025-12-12 06:00:00+00:00,3.79,-0.052000000000000046,9,B_maker
BIOUSDT,2025-12-14 07:00:00+00:00,3.05,-0.052000000000000046,10,B_maker
BIOUSDT,2025-12-26 06:00:00+00:00,5.68,0.041348214285714446,36,B_maker
BIOUSDT,2026-01-11 00:00:00+00:00,3.33,-0.05200000000000016,32,B_maker
BIOUSDT,2026-01-16 23:00:00+00:00,3.19,-0.05200000000000016,26,B_maker
BIOUSDT,2026-02-20 11:00:00+00:00,3.73,-0.052000000000000046,2,B_maker
BIOUSDT,2026-02-20 15:00:00+00:00,3.26,0.012999999999999902,9,B_maker
BIOUSDT,2026-04-14 18:00:00+00:00,3.3,0.11299999999999999,15,B_maker
BIOUSDT,2026-04-15 16:00:00+00:00,3.06,0.11299999999999999,4,B_maker
BIOUSDT,2026-04-16 11:00:00+00:00,3.27,0.11299999999999999,2,B_maker
BIOUSDT,2026-04-17 01:00:00+00:00,3.42,-0.051999999999999935,1,B_maker
CHIPUSDT,2026-05-13 03:00:00+00:00,3.27,-0.052000000000000046,5,B_maker
CHIPUSDT,2026-06-15 04:00:00+00:00,4.08,0.013000000000000124,15,B_maker
CHZUSDT,2025-01-15 23:00:00+00:00,4.11,0.022137931034482916,36,B_maker
CHZUSDT,2025-02-25 07:00:00+00:00,3.67,0.07379175704989138,36,B_maker
CHZUSDT,2025-03-07 20:00:00+00:00,3.87,-0.04592446633825942,36,B_maker
CHZUSDT,2025-04-20 16:00:00+00:00,3.12,-0.02216985138004235,36,B_maker
CHZUSDT,2025-05-06 07:00:00+00:00,3.31,-0.018276703967446628,36,B_maker
CHZUSDT,2025-05-12 18:00:00+00:00,3.05,0.07542514970059888,36,B_maker
CHZUSDT,2025-06-26 02:00:00+00:00,4.68,-0.052000000000000046,11,B_maker
CHZUSDT,2025-07-04 08:00:00+00:00,4.42,-0.020284106891701792,36,B_maker
CHZUSDT,2025-07-14 11:00:00+00:00,3.56,-0.052000000000000046,15,B_maker
CHZUSDT,2025-07-30 13:00:00+00:00,3.26,-0.051999999999999935,35,B_maker
CHZUSDT,2025-08-13 14:00:00+00:00,4.42,-0.052000000000000046,22,B_maker
CHZUSDT,2025-08-14 17:00:00+00:00,3.02,-0.007679012345679024,36,B_maker
CHZUSDT,2025-08-24 19:00:00+00:00,3.03,-0.052000000000000046,15,B_maker
CHZUSDT,2025-08-31 12:00:00+00:00,3.45,-0.052000000000000046,32,B_maker
CHZUSDT,2025-09-18 13:00:00+00:00,3.47,-0.038832412523020166,36,B_maker
CHZUSDT,2025-09-30 10:00:00+00:00,4.37,0.11299999999999999,23,B_maker
CHZUSDT,2025-10-01 11:00:00+00:00,3.12,0.03446659116647788,36,B_maker
CHZUSDT,2025-10-11 01:00:00+00:00,3.51,0.06702804957599473,36,B_maker
CHZUSDT,2025-10-29 18:00:00+00:00,4.19,-0.052000000000000046,18,B_maker
CHZUSDT,2025-11-28 08:00:00+00:00,4.66,0.015201455507773744,36,B_maker
CHZUSDT,2025-12-06 10:00:00+00:00,4.04,0.011201320132013139,36,B_maker
CHZUSDT,2025-12-08 13:00:00+00:00,3.05,0.030880177047107216,36,B_maker
CHZUSDT,2025-12-19 18:00:00+00:00,3.23,0.07923112659698028,36,B_maker
CHZUSDT,2026-01-10 23:00:00+00:00,3.17,-0.052000000000000046,10,B_maker
CHZUSDT,2026-03-03 09:00:00+00:00,3.24,0.02934535367545066,36,B_maker
CHZUSDT,2026-03-28 21:00:00+00:00,3.56,-0.052000000000000046,14,B_maker
CHZUSDT,2026-04-15 18:00:00+00:00,3.65,-0.03653203143605621,36,B_maker
CHZUSDT,2026-04-20 21:00:00+00:00,3.83,-0.003264222503160606,36,B_maker
DASHUSDT,2025-01-10 22:00:00+00:00,3.23,-0.02908443972384478,36,B_maker
DASHUSDT,2025-01-16 00:00:00+00:00,3.03,0.08302671076062063,36,B_maker
DASHUSDT,2025-02-25 07:00:00+00:00,3.37,0.07482418050234152,36,B_maker
DASHUSDT,2025-03-23 08:00:00+00:00,4.83,0.03130449826989623,36,B_maker
DASHUSDT,2025-04-28 09:00:00+00:00,5.97,-0.03757974047718715,36,B_maker
DASHUSDT,2025-05-12 18:00:00+00:00,3.17,0.06315463917525777,36,B_maker
DASHUSDT,2025-05-30 22:00:00+00:00,3.72,-0.020385650224215235,36,B_maker
DASHUSDT,2025-06-11 09:00:00+00:00,3.22,-0.051999999999999935,27,B_maker
DASHUSDT,2025-06-20 17:00:00+00:00,3.27,-0.052000000000000046,28,B_maker
DASHUSDT,2025-06-30 18:00:00+00:00,3.97,-0.052000000000000046,24,B_maker
DASHUSDT,2025-07-10 23:00:00+00:00,3.1,0.011475836431226629,36,B_maker
DASHUSDT,2025-07-13 08:00:00+00:00,3.24,-0.018896398399288583,36,B_maker
DASHUSDT,2025-07-20 14:00:00+00:00,3.51,-0.007540166204986208,36,B_maker
DASHUSDT,2025-08-26 15:00:00+00:00,3.75,0.05192156862745079,36,B_maker
DASHUSDT,2025-09-18 05:00:00+00:00,3.77,-0.036653465346534686,36,B_maker
DASHUSDT,2025-10-01 13:00:00+00:00,3.11,0.11300000000000021,5,B_maker
DASHUSDT,2025-10-01 20:00:00+00:00,7.37,0.11299999999999999,9,B_maker
DASHUSDT,2025-10-02 08:00:00+00:00,3.6,0.11299999999999999,3,B_maker
DASHUSDT,2025-10-02 14:00:00+00:00,3.8,-0.052000000000000046,1,B_maker
DASHUSDT,2025-10-02 22:00:00+00:00,3.13,-0.052000000000000046,8,B_maker
DASHUSDT,2025-11-01 14:00:00+00:00,4.27,0.11299999999999999,16,B_maker
DASHUSDT,2025-11-04 20:00:00+00:00,3.07,-0.052000000000000046,1,B_maker
DASHUSDT,2026-01-13 07:00:00+00:00,3.75,0.11299999999999999,3,B_maker
DASHUSDT,2026-01-13 20:00:00+00:00,3.53,0.11299999999999999,10,B_maker
DASHUSDT,2026-01-14 13:00:00+00:00,3.51,0.07864150457297425,36,B_maker
DASHUSDT,2026-04-08 00:00:00+00:00,3.19,-0.021201462968607254,36,B_maker
DASHUSDT,2026-04-10 12:00:00+00:00,3.16,-0.052000000000000046,2,B_maker
DASHUSDT,2026-04-11 01:00:00+00:00,3.54,-0.052000000000000046,27,B_maker
EIGENUSDT,2025-01-10 10:00:00+00:00,7.18,-0.052000000000000046,3,B_maker
EIGENUSDT,2025-01-16 05:00:00+00:00,3.08,0.004287425149700709,36,B_maker
EIGENUSDT,2025-01-19 09:00:00+00:00,3.77,-0.051999999999999935,2,B_maker
EIGENUSDT,2025-05-08 18:00:00+00:00,3.11,0.11300000000000021,2,B_maker
EIGENUSDT,2025-05-08 23:00:00+00:00,4.85,0.11299999999999999,8,B_maker
EIGENUSDT,2025-05-09 09:00:00+00:00,4.08,-0.05200000000000016,7,B_maker
EIGENUSDT,2025-05-09 17:00:00+00:00,3.21,0.11299999999999999,28,B_maker
EIGENUSDT,2025-05-11 00:00:00+00:00,3.22,-0.052000000000000046,7,B_maker
EIGENUSDT,2025-07-17 11:00:00+00:00,3.4,-0.052000000000000046,28,B_maker
EIGENUSDT,2025-08-24 19:00:00+00:00,3.85,-0.052000000000000046,11,B_maker
EIGENUSDT,2025-10-06 16:00:00+00:00,3.35,-0.052000000000000046,7,B_maker
EIGENUSDT,2026-01-13 13:00:00+00:00,3.21,0.056159806295399406,36,B_maker
EIGENUSDT,2026-01-19 08:00:00+00:00,3.26,-0.052000000000000046,32,B_maker
EIGENUSDT,2026-02-06 00:00:00+00:00,3.31,0.11299999999999999,17,B_maker
EIGENUSDT,2026-03-05 13:00:00+00:00,3.27,-0.051999999999999935,25,B_maker
EIGENUSDT,2026-03-15 07:00:00+00:00,3.09,0.11299999999999999,27,B_maker
EIGENUSDT,2026-04-20 07:00:00+00:00,3.23,-0.036845132743362874,36,B_maker
EIGENUSDT,2026-05-05 22:00:00+00:00,4.98,0.06991489361702152,36,B_maker
