pair,coin,tier,rank,direction,start_time,peak_time,duration_h,magnitude,abs_magnitude,max_vol_z_48h,max_vol_z_24h,mean_vol_z_24h,n_spike_hours_24h,had_volume_spike,vol_ramp_24h,vol_ramp_12h,vol_ramp_6h,buy_ratio_24h,buy_ratio_delta,max_trades_z_24h,pre_ret_24h,rvol_pctl_pre,was_coiling,lead_time_h,silent_volume_spike,retrace_frac,hours_to_half_retrace,btc_ret_24h,start_hour_utc,start_dow
ETHUSDT,ETH,mega,2,dump,2026-02-27 06:00:00+00:00,2026-02-28 06:00:00+00:00,24,-0.0950238468301644,0.0950238468301644,1.7369511293710853,0.5273425489227901,-0.4352006720278833,0,False,-0.005132669508114542,0.012067328725457665,-0.01865775042055688,0.5031220425849364,0.014277591132860368,0.6959803880212552,-0.010147681984349455,51.52777777777777,False,,False,1.1469037527137385,13.0,-0.010502337610954093,6,4
ETHUSDT,ETH,mega,2,dump,2026-06-05 04:00:00+00:00,2026-06-06 04:00:00+00:00,24,-0.1272927366104183,0.1272927366104183,3.4537555557368136,2.660681698807929,0.9092924803648357,4,True,-0.05070253438504454,0.1079522361632541,0.21236692466482496,0.48816069972706044,0.013067478447112257,3.560077219985129,-0.04197198544439462,88.75,False,47.0,True,0.8148414985590774,28.0,-0.025379139633354253,4,4
BNBUSDT,BNB,mega,4,pump,2026-05-30 03:00:00+00:00,2026-05-31 03:00:00+00:00,24,0.12434099576110236,0.12434099576110236,3.5163737143440805,3.5163737143440805,0.3178255224839842,1,True,0.07924077555542909,0.05626607846910289,0.7879525441818119,0.4702435754921403,-0.017386426893398088,2.4134195704434824,0.03524173628482874,70.97222222222223,False,48.0,True,1.2956989247311836,22.0,0.007669915190236853,3,5
BNBUSDT,BNB,mega,4,dump,2026-01-30 22:00:00+00:00,2026-01-31 20:00:00+00:00,22,-0.10396949050066273,0.10396949050066273,4.685380627014666,4.685380627014666,1.3213988383327386,5,True,0.006703882795092362,0.07280111337753081,0.3277968673813124,0.49659262321852293,-0.01147488939991781,4.035930378000998,-0.009673142330085871,95.20348837209302,False,39.0,True,0.1828450011183184,,-0.002991603705201906,22,4
BNBUSDT,BNB,mega,4,dump,2026-02-05 01:00:00+00:00,2026-02-05 23:00:00+00:00,22,-0.12915879287636722,0.12915879287636722,3.3654386697453065,3.3654386697453065,0.9426681110769707,6,True,0.12464211181729944,0.00924900940763838,0.02077956761862325,0.4721887967959944,-0.03314383000604254,3.9605199504564257,-0.08379851492969614,93.75,False,31.0,True,0.634338284194192,17.0,-0.04008463608905599,1,3
XRPUSDT,XRP,mega,6,pump,2026-01-05 13:00:00+00:00,2026-01-06 02:00:00+00:00,13,0.13037316957959377,0.13037316957959377,,,,0,False,,,,0.47897665654861177,0.0016448127865471562,,0.01203615604186492,,False,,False,1.1297101449275366,15.0,0.018905995305810164,13,0
XRPUSDT,XRP,mega,6,pump,2026-02-05 21:00:00+00:00,2026-02-06 15:00:00+00:00,18,0.3015913978494622,0.3015913978494622,3.6979461315228974,3.6979461315228974,1.8291252812240195,6,True,0.0585794745776924,-0.04730724772103186,0.10787166839022604,0.4886435323602238,0.008076592746757094,3.5428677458053093,-0.21558937866508543,98.75,False,11.0,False,0.3707929264118653,,-0.1324961947214428,21,3
XRPUSDT,XRP,mega,6,pump,2026-02-14 07:00:00+00:00,2026-02-15 07:00:00+00:00,24,0.15980033745781763,0.15980033745781763,0.809032969168231,0.809032969168231,-0.5087539970409852,0,False,-0.06951650332772198,-0.11081902875686966,-0.031220339374213583,0.45302491983076165,-0.02137253199822209,0.5210645846789815,0.044833444124381394,23.61111111111111,True,,False,0.9428068631764193,5.0,0.03884460470336615,7,5
XRPUSDT,XRP,mega,6,pump,2026-02-28 09:00:00+00:00,2026-03-01 02:00:00+00:00,17,0.1150324751545504,0.1150324751545504,2.2306339912774176,2.2306339912774176,0.04714401547088287,1,True,0.011238625874217286,0.15422163707943617,0.5885252476323308,0.48917271220973396,0.009108756592600131,2.1232376025470874,-0.08551930049050971,70.0,False,3.0,False,0.5809523809523819,18.0,-0.06555581466013727,9,5
XRPUSDT,XRP,mega,6,pump,2026-06-14 18:00:00+00:00,2026-06-15 17:00:00+00:00,23,0.13190888221790575,0.13190888221790575,0.22114209344094518,-0.4024070400293704,-1.608151316179626,0,False,-0.026771519113372957,-0.034316123324056855,-0.17475963025646804,0.4509856870006234,-0.030971806922187373,-0.2724423345273248,-0.011256544502617705,5.416666666666667,True,,False,0.9645247657295859,39.0,-0.0037290223927365362,18,6
XRPUSDT,XRP,mega,6,dump,2026-01-30 18:00:00+00:00,2026-01-31 17:00:00+00:00,23,-0.11572951328182268,0.11572951328182268,2.6601193700632644,2.6601193700632644,0.851669179427228,2,True,-0.0050222367203620975,0.010607386917180633,-0.010371292846959715,0.48971806704842846,0.007378144365266792,2.4235884554335736,-0.017871148459383646,81.87134502923976,False,27.0,True,0.5004873294346983,9.0,-0.015646855283885985,18,4
XRPUSDT,XRP,mega,6,dump,2026-02-04 21:00:00+00:00,2026-02-05 21:00:00+00:00,24,-0.2340383474995058,0.2340383474995058,1.7213570709099268,1.6065983139145381,0.4643393460856344,0,False,0.015513008642143776,0.018936767940651078,-0.1940343828490483,0.47557965994263746,-0.005155731916131889,1.6028705468018138,-0.04093859211183226,68.19444444444444,False,,False,0.9870495495495492,13.0,-0.03869499677805399,21,2
XRPUSDT,XRP,mega,6,dump,2026-02-15 07:00:00+00:00,2026-02-15 19:00:00+00:00,12,-0.11880948051160811,0.11880948051160811,1.6487000374618839,1.6487000374618839,0.33884773727548795,0,False,0.049544528458383676,0.11553038069493335,0.09170597453326003,0.48838542244530164,0.015221745153571165,1.973614158712688,0.11051743532058467,58.611111111111114,False,,False,0.261224489795918,,0.021296842420425177,7,6
SOLUSDT,SOL,mega,7,pump,2026-02-06 00:00:00+00:00,2026-02-06 22:00:00+00:00,22,0.18090319163024748,0.18090319163024748,3.352826545440241,2.572862237097549,1.3721945981608166,5,True,0.02877105861343642,0.026950011744719938,0.15368848358167617,0.4863957920038519,-0.009476945940546433,3.626985486460744,-0.14595596250272513,99.30555555555556,False,37.0,True,0.4348462664714494,,-0.14017431361060217,0,4
