pair,tier,time,vol_z,pnl,hours_held
ARBUSDT,mid,2026-04-08 05:00:00+00:00,3.16,-0.0030601357904945737,36
ARBUSDT,mid,2026-04-11 04:00:00+00:00,3.52,-0.05500000000000004,26
ARBUSDT,mid,2026-04-16 07:00:00+00:00,3.42,0.09143812709030097,36
ARBUSDT,mid,2026-05-01 02:00:00+00:00,3.33,-0.017861736334405017,36
ARBUSDT,mid,2026-05-03 10:00:00+00:00,3.14,-0.01772264631043263,36
ARBUSDT,mid,2026-05-09 08:00:00+00:00,3.43,-0.05500000000000004,7
ARBUSDT,mid,2026-05-10 14:00:00+00:00,3.76,-0.021254416961130725,36
ARBUSDT,mid,2026-05-17 23:00:00+00:00,3.17,-0.017017167381974337,36
ARBUSDT,mid,2026-06-07 06:00:00+00:00,3.37,-0.001381182147165312,36
ARBUSDT,mid,2026-06-29 03:00:00+00:00,3.03,-0.022173051519154715,36
BIOUSDT,tiny,2025-04-02 20:00:00+00:00,3.34,-0.05499999999999993,2
BIOUSDT,tiny,2025-04-17 10:00:00+00:00,4.37,-0.05500000000000004,1
BIOUSDT,tiny,2025-04-21 06:00:00+00:00,3.18,-0.05500000000000004,17
BIOUSDT,tiny,2025-07-11 02:00:00+00:00,3.46,-0.05500000000000015,19
BIOUSDT,tiny,2025-07-18 07:00:00+00:00,3.28,-0.05500000000000004,4
BIOUSDT,tiny,2025-07-30 16:00:00+00:00,3.47,-0.05500000000000004,3
BIOUSDT,tiny,2025-08-08 00:00:00+00:00,3.2,-0.05500000000000004,3
BIOUSDT,tiny,2025-12-07 00:00:00+00:00,4.59,-0.05500000000000004,12
BIOUSDT,tiny,2025-12-12 06:00:00+00:00,3.79,-0.05500000000000004,9
BIOUSDT,tiny,2025-12-14 07:00:00+00:00,3.05,-0.05500000000000004,10
BIOUSDT,tiny,2025-12-26 06:00:00+00:00,5.68,0.03834821428571445,36
BIOUSDT,tiny,2026-01-11 00:00:00+00:00,3.33,-0.05500000000000015,32
BIOUSDT,tiny,2026-01-16 23:00:00+00:00,3.19,-0.05500000000000015,26
BIOUSDT,tiny,2026-02-20 11:00:00+00:00,3.73,-0.05500000000000004,2
BIOUSDT,tiny,2026-02-20 15:00:00+00:00,3.26,0.009999999999999901,9
BIOUSDT,tiny,2026-04-14 18:00:00+00:00,3.3,0.10999999999999999,15
BIOUSDT,tiny,2026-04-15 16:00:00+00:00,3.06,0.10999999999999999,4
BIOUSDT,tiny,2026-04-16 11:00:00+00:00,3.27,0.10999999999999999,2
BIOUSDT,tiny,2026-04-17 01:00:00+00:00,3.42,-0.05499999999999993,1
CHIPUSDT,tiny,2026-05-13 03:00:00+00:00,3.27,-0.05500000000000004,5
CHIPUSDT,tiny,2026-06-15 04:00:00+00:00,4.08,0.010000000000000123,15
CHZUSDT,small,2025-01-15 23:00:00+00:00,4.11,0.019137931034482917,36
CHZUSDT,small,2025-02-25 07:00:00+00:00,3.67,0.07079175704989138,36
