pair,time,absorb,pnl,hours_held,variant
AVAXUSDT,2025-01-02 15:00:00+00:00,81.6,-0.002,146,B_stopped
AVAXUSDT,2025-05-11 00:00:00+00:00,84.4,-0.08200000000000007,52,B_stopped
AVAXUSDT,2025-05-22 21:00:00+00:00,80.1,-0.08199999999999996,35,B_stopped
AVAXUSDT,2025-05-24 17:00:00+00:00,85.6,-0.08199999999999996,127,B_stopped
AVAXUSDT,2025-07-10 05:00:00+00:00,80.4,0.11299999999999999,138,B_stopped
AVAXUSDT,2025-07-18 10:00:00+00:00,82.5,0.026090349075975183,168,B_stopped
AVAXUSDT,2025-07-28 15:00:00+00:00,82.7,-0.08199999999999996,29,B_stopped
AVAXUSDT,2025-08-09 15:00:00+00:00,86.5,6.953642384100074e-05,168,B_stopped
AVAXUSDT,2025-08-23 15:00:00+00:00,90.1,-0.08199999999999996,52,B_stopped
AVAXUSDT,2025-10-03 14:00:00+00:00,80.0,-0.08199999999999996,105,B_stopped
AVAXUSDT,2026-01-28 19:00:00+00:00,80.8,-0.08200000000000007,20,B_stopped
AVAXUSDT,2026-04-17 14:00:00+00:00,80.1,-0.08199999999999996,41,B_stopped
AVAXUSDT,2026-04-22 21:00:00+00:00,81.0,-0.03891983122362863,168,B_stopped
BCHUSDT,2023-09-15 11:00:00+00:00,80.3,-0.022112254443405144,168,B_stopped
BCHUSDT,2024-02-16 13:00:00+00:00,81.3,-0.036016093635698465,168,B_stopped
BCHUSDT,2024-04-04 17:00:00+00:00,82.0,0.01133333333333342,168,B_stopped
BCHUSDT,2024-11-06 02:00:00+00:00,86.7,0.11299999999999999,96,B_stopped
BCHUSDT,2024-11-16 03:00:00+00:00,81.9,0.11299999999999999,122,B_stopped
BCHUSDT,2024-11-25 02:00:00+00:00,80.0,0.08145674123935853,168,B_stopped
BCHUSDT,2024-12-02 15:00:00+00:00,83.9,0.11299999999999999,59,B_stopped
BCHUSDT,2024-12-08 23:00:00+00:00,82.4,-0.08199999999999996,21,B_stopped
BCHUSDT,2025-01-06 20:00:00+00:00,80.3,-0.08199999999999996,19,B_stopped
BCHUSDT,2025-06-25 01:00:00+00:00,85.2,0.06573691952090766,168,B_stopped
BCHUSDT,2025-07-03 05:00:00+00:00,81.3,0.011872374157748668,168,B_stopped
BCHUSDT,2025-07-18 03:00:00+00:00,81.1,0.006188730746734318,168,B_stopped
BCHUSDT,2025-07-25 10:00:00+00:00,88.3,0.033074332795987704,168,B_stopped
BCHUSDT,2025-08-13 13:00:00+00:00,88.0,-0.08199999999999996,75,B_stopped
BCHUSDT,2025-09-01 08:00:00+00:00,81.7,0.07383772967072955,168,B_stopped
BCHUSDT,2025-10-26 04:00:00+00:00,81.1,0.07907981220657279,168,B_stopped
BCHUSDT,2025-11-22 04:00:00+00:00,80.3,0.0030675675675675435,168,B_stopped
BCHUSDT,2025-12-02 18:00:00+00:00,80.2,0.06687593368555289,168,B_stopped
BCHUSDT,2026-01-15 10:00:00+00:00,80.2,-0.08199999999999996,9,B_stopped
BCHUSDT,2026-01-17 08:00:00+00:00,80.0,1.7484868863661476e-05,168,B_stopped
BCHUSDT,2026-04-23 14:00:00+00:00,80.3,-0.040126361655773435,168,B_stopped
BCHUSDT,2026-05-05 11:00:00+00:00,81.9,-0.047109520711342445,168,B_stopped
BCHUSDT,2026-05-21 07:00:00+00:00,82.6,-0.08199999999999996,50,B_stopped
BIOUSDT,2025-04-23 18:00:00+00:00,82.8,-0.08199999999999996,9,B_stopped
BIOUSDT,2025-07-30 13:00:00+00:00,81.2,-0.08200000000000007,15,B_stopped
BIOUSDT,2025-07-31 10:00:00+00:00,80.5,-0.08199999999999996,4,B_stopped
BIOUSDT,2025-07-31 16:00:00+00:00,82.5,-0.08199999999999996,6,B_stopped
BIOUSDT,2025-08-07 18:00:00+00:00,93.0,-0.08199999999999996,15,B_stopped
BIOUSDT,2025-08-12 09:00:00+00:00,84.0,-0.001999999999999778,46,B_stopped
BIOUSDT,2025-08-21 05:00:00+00:00,81.7,0.11299999999999999,18,B_stopped
BIOUSDT,2025-08-22 02:00:00+00:00,91.2,0.11299999999999999,12,B_stopped
BIOUSDT,2025-08-23 01:00:00+00:00,95.9,0.11299999999999999,31,B_stopped
BIOUSDT,2025-08-24 17:00:00+00:00,84.0,-0.001999999999999778,11,B_stopped
BIOUSDT,2025-08-30 05:00:00+00:00,81.2,-0.002,44,B_stopped
BIOUSDT,2025-09-07 02:00:00+00:00,80.8,-0.08200000000000007,42,B_stopped
BIOUSDT,2025-09-12 01:00:00+00:00,80.5,0.11299999999999999,37,B_stopped
BIOUSDT,2025-10-01 16:00:00+00:00,81.5,-0.08200000000000007,20,B_stopped
BIOUSDT,2025-10-02 15:00:00+00:00,80.0,-0.08199999999999996,26,B_stopped
BIOUSDT,2026-03-06 07:00:00+00:00,81.1,-0.002,168,B_stopped
BIOUSDT,2026-04-07 04:00:00+00:00,80.5,0.031707865168539406,168,B_stopped
BIOUSDT,2026-04-14 06:00:00+00:00,81.4,0.11299999999999999,23,B_stopped
BIOUSDT,2026-04-15 09:00:00+00:00,88.8,0.11299999999999999,1,B_stopped
BIOUSDT,2026-04-15 12:00:00+00:00,88.3,0.11299999999999999,8,B_stopped
BIOUSDT,2026-04-16 05:00:00+00:00,95.2,-0.08199999999999996,3,B_stopped
BIOUSDT,2026-04-18 16:00:00+00:00,83.0,0.11299999999999999,5,B_stopped
BIOUSDT,2026-04-18 23:00:00+00:00,85.8,-0.08199999999999985,1,B_stopped
BIOUSDT,2026-04-21 07:00:00+00:00,81.9,-0.08199999999999996,3,B_stopped
BIOUSDT,2026-04-23 20:00:00+00:00,84.6,-0.002,62,B_stopped
BIOUSDT,2026-05-01 11:00:00+00:00,82.8,0.11299999999999999,20,B_stopped
BNBUSDT,2023-08-23 16:00:00+00:00,81.8,0.020528735632183936,168,B_stopped
BNBUSDT,2023-10-26 00:00:00+00:00,81.0,0.02532974910394281,168,B_stopped
BNBUSDT,2023-11-11 14:00:00+00:00,82.4,-0.039198258804906905,168,B_stopped
BNBUSDT,2023-12-23 00:00:00+00:00,80.9,0.11299999999999999,107,B_stopped
BNBUSDT,2024-01-17 14:00:00+00:00,80.8,-0.0625963449823661,168,B_stopped
BNBUSDT,2024-02-17 01:00:00+00:00,80.2,0.0336149137451307,168,B_stopped
BNBUSDT,2024-02-25 01:00:00+00:00,80.8,0.07728008407777187,168,B_stopped
BNBUSDT,2024-03-06 10:00:00+00:00,81.9,0.11299999999999999,93,B_stopped
BNBUSDT,2024-03-15 02:00:00+00:00,80.6,-0.002,95,B_stopped
BNBUSDT,2024-11-11 01:00:00+00:00,80.4,-0.023426896928967822,168,B_stopped
BNBUSDT,2024-11-25 15:00:00+00:00,80.6,-0.00041203767941655305,168,B_stopped
BNBUSDT,2024-12-03 18:00:00+00:00,82.4,0.11299999999999999,15,B_stopped
BNBUSDT,2025-09-21 09:00:00+00:00,80.7,-0.08199999999999996,41,B_stopped
BNBUSDT,2025-10-12 15:00:00+00:00,89.1,-0.08199999999999996,39,B_stopped
BNBUSDT,2026-01-28 06:00:00+00:00,80.9,-0.08199999999999996,79,B_stopped
BNBUSDT,2026-05-04 02:00:00+00:00,81.2,0.046946795569498656,168,B_stopped
BNBUSDT,2026-05-26 07:00:00+00:00,80.4,0.056328189378620275,168,B_stopped
BNBUSDT,2026-06-15 15:00:00+00:00,81.9,-0.08199999999999996,72,B_stopped
BTCUSDT,2023-10-26 06:00:00+00:00,80.3,0.015797404374268353,168,B_stopped
BTCUSDT,2023-11-30 11:00:00+00:00,80.7,0.11300000000000021,126,B_stopped
BTCUSDT,2023-12-07 01:00:00+00:00,81.5,-0.08199999999999996,97,B_stopped
BTCUSDT,2023-12-14 07:00:00+00:00,80.3,0.018175771078939418,168,B_stopped
BTCUSDT,2024-03-21 00:00:00+00:00,80.2,0.027945607189310717,168,B_stopped
BTCUSDT,2024-05-03 13:00:00+00:00,83.5,0.01930104195270732,168,B_stopped
BTCUSDT,2024-11-09 03:00:00+00:00,80.5,0.11299999999999999,66,B_stopped
BTCUSDT,2024-11-22 13:00:00+00:00,84.4,-0.007525372751436719,168,B_stopped
BTCUSDT,2025-01-15 21:00:00+00:00,80.1,0.06015281122080429,168,B_stopped
BTCUSDT,2025-03-25 18:00:00+00:00,80.2,-0.032690715310514484,168,B_stopped
BTCUSDT,2025-04-25 21:00:00+00:00,80.8,0.020380502256188038,168,B_stopped
BTCUSDT,2025-07-26 13:00:00+00:00,83.8,-0.04151221601750821,168,B_stopped
BTCUSDT,2026-05-03 22:00:00+00:00,81.1,0.03421240383448354,168,B_stopped
CHIPUSDT,2026-05-13 09:00:00+00:00,85.8,-0.08199999999999996,10,B_stopped
CHIPUSDT,2026-05-14 17:00:00+00:00,80.7,-0.08199999999999996,35,B_stopped
CHZUSDT,2023-08-10 16:00:00+00:00,81.5,-0.08199999999999996,123,B_stopped
CHZUSDT,2023-08-20 22:00:00+00:00,83.8,-0.08199999999999996,47,B_stopped
CHZUSDT,2023-08-31 14:00:00+00:00,82.1,-0.0654920634920636,168,B_stopped
CHZUSDT,2023-09-21 03:00:00+00:00,80.4,-0.04052596314907875,168,B_stopped
CHZUSDT,2023-09-29 17:00:00+00:00,81.6,0.048169491525423824,168,B_stopped
CHZUSDT,2023-11-12 16:00:00+00:00,82.2,-0.08199999999999996,50,B_stopped
CHZUSDT,2023-12-27 08:00:00+00:00,81.8,-0.08199999999999996,75,B_stopped
CHZUSDT,2024-01-12 12:00:00+00:00,81.4,0.11299999999999999,89,B_stopped
CHZUSDT,2024-01-16 10:00:00+00:00,81.7,-0.002,54,B_stopped
CHZUSDT,2024-01-18 21:00:00+00:00,81.9,-0.08199999999999996,19,B_stopped
CHZUSDT,2024-01-20 22:00:00+00:00,83.3,-0.08199999999999996,26,B_stopped
CHZUSDT,2024-01-22 13:00:00+00:00,80.4,0.11299999999999999,77,B_stopped
CHZUSDT,2024-02-03 01:00:00+00:00,80.2,0.009193303484523964,168,B_stopped
CHZUSDT,2024-02-10 11:00:00+00:00,80.5,0.11299999999999999,156,B_stopped
CHZUSDT,2024-02-18 10:00:00+00:00,80.3,0.11299999999999999,95,B_stopped
CHZUSDT,2024-05-27 07:00:00+00:00,82.0,0.11299999999999999,36,B_stopped
CHZUSDT,2024-05-30 09:00:00+00:00,82.2,-0.015155190133607442,168,B_stopped
CHZUSDT,2024-09-25 08:00:00+00:00,83.6,-0.08199999999999996,151,B_stopped
CHZUSDT,2024-10-05 00:00:00+00:00,83.2,0.11300000000000021,107,B_stopped
CHZUSDT,2024-10-11 00:00:00+00:00,81.7,0.11299999999999999,56,B_stopped
CHZUSDT,2024-10-13 09:00:00+00:00,80.4,-0.05490322580645157,168,B_stopped
CHZUSDT,2024-10-29 17:00:00+00:00,82.4,-0.08199999999999996,56,B_stopped
CHZUSDT,2024-11-06 18:00:00+00:00,80.4,0.11300000000000021,118,B_stopped
CHZUSDT,2024-11-16 03:00:00+00:00,81.4,0.11299999999999999,62,B_stopped
CHZUSDT,2024-11-23 00:00:00+00:00,83.3,0.11299999999999999,27,B_stopped
CHZUSDT,2024-11-24 12:00:00+00:00,81.4,0.11299999999999999,128,B_stopped
CHZUSDT,2024-12-04 21:00:00+00:00,81.7,-0.08199999999999996,107,B_stopped
CHZUSDT,2024-12-25 14:00:00+00:00,81.3,-0.08199999999999996,18,B_stopped
CHZUSDT,2025-01-16 03:00:00+00:00,80.0,-0.08199999999999996,77,B_stopped
CHZUSDT,2025-02-23 06:00:00+00:00,80.4,-0.08199999999999996,40,B_stopped
CHZUSDT,2025-07-10 14:00:00+00:00,82.6,0.09683905013192606,168,B_stopped
CHZUSDT,2025-09-13 11:00:00+00:00,80.2,-0.08199999999999996,52,B_stopped
CHZUSDT,2025-10-01 10:00:00+00:00,82.5,-0.05342727684639781,168,B_stopped
CHZUSDT,2025-10-14 18:00:00+00:00,81.2,-0.08199999999999996,46,B_stopped
CHZUSDT,2025-11-07 21:00:00+00:00,87.5,-0.08199999999999996,115,B_stopped
CHZUSDT,2025-12-07 18:00:00+00:00,80.5,0.05668412647716403,168,B_stopped
CHZUSDT,2025-12-31 06:00:00+00:00,85.6,0.05084796573875816,168,B_stopped
CHZUSDT,2026-01-11 01:00:00+00:00,80.3,0.11299999999999999,73,B_stopped
CHZUSDT,2026-01-15 02:00:00+00:00,80.3,0.11299999999999999,58,B_stopped
CHZUSDT,2026-04-15 12:00:00+00:00,84.1,0.11299999999999999,118,B_stopped
CHZUSDT,2026-05-27 15:00:00+00:00,81.2,-0.08199999999999996,13,B_stopped
CHZUSDT,2026-06-01 21:00:00+00:00,80.9,-0.08199999999999996,22,B_stopped
CHZUSDT,2026-06-02 20:00:00+00:00,82.0,-0.08199999999999996,29,B_stopped
CHZUSDT,2026-06-09 18:00:00+00:00,82.3,-0.08199999999999996,28,B_stopped
DASHUSDT,2023-08-07 04:00:00+00:00,80.1,-0.028331719128329214,168,B_stopped
DASHUSDT,2023-10-24 10:00:00+00:00,80.1,0.06832990422135521,168,B_stopped
DASHUSDT,2023-11-06 18:00:00+00:00,82.6,-0.08199999999999996,70,B_stopped
DASHUSDT,2023-11-17 18:00:00+00:00,80.3,-0.08199999999999996,100,B_stopped
DASHUSDT,2023-11-24 17:00:00+00:00,80.8,0.003944517833553542,168,B_stopped
DASHUSDT,2023-12-09 10:00:00+00:00,80.4,-0.08199999999999996,40,B_stopped
DASHUSDT,2023-12-14 06:00:00+00:00,82.8,-0.08199999999999996,97,B_stopped
DASHUSDT,2023-12-21 09:00:00+00:00,81.6,0.11299999999999999,124,B_stopped
DASHUSDT,2023-12-26 23:00:00+00:00,82.1,-0.08199999999999996,64,B_stopped
DASHUSDT,2024-02-27 01:00:00+00:00,80.2,-0.08199999999999996,40,B_stopped
DASHUSDT,2024-02-29 04:00:00+00:00,85.5,0.11299999999999999,64,B_stopped
DASHUSDT,2024-03-04 10:00:00+00:00,80.1,-0.08199999999999996,33,B_stopped
DASHUSDT,2024-03-12 17:00:00+00:00,80.8,-0.08200000000000007,58,B_stopped
DASHUSDT,2024-03-24 18:00:00+00:00,82.1,0.07980327868852455,168,B_stopped
DASHUSDT,2024-04-05 03:00:00+00:00,80.6,0.0374584348767939,168,B_stopped
DASHUSDT,2024-07-13 20:00:00+00:00,80.1,0.11299999999999999,27,B_stopped
DASHUSDT,2024-07-15 18:00:00+00:00,80.3,0.004649427410417408,168,B_stopped
DASHUSDT,2024-09-03 05:00:00+00:00,80.2,-0.013101973684210509,168,B_stopped
DASHUSDT,2024-10-04 16:00:00+00:00,82.0,0.0018216560509554131,168,B_stopped
DASHUSDT,2024-11-18 16:00:00+00:00,81.4,0.11299999999999999,117,B_stopped
DASHUSDT,2024-11-24 11:00:00+00:00,92.6,0.11299999999999999,77,B_stopped
DASHUSDT,2024-12-13 03:00:00+00:00,92.0,-0.08199999999999996,39,B_stopped
DASHUSDT,2024-12-26 05:00:00+00:00,84.1,-0.08199999999999996,22,B_stopped
DASHUSDT,2024-12-27 09:00:00+00:00,82.0,-0.08199999999999985,76,B_stopped
DASHUSDT,2025-01-18 01:00:00+00:00,80.8,-0.08199999999999996,4,B_stopped
DASHUSDT,2025-02-08 18:00:00+00:00,80.9,0.07211764705882362,168,B_stopped
DASHUSDT,2025-02-27 03:00:00+00:00,81.6,-0.08199999999999996,25,B_stopped
DASHUSDT,2025-06-02 22:00:00+00:00,80.3,-0.08199999999999996,70,B_stopped
DASHUSDT,2025-07-12 07:00:00+00:00,80.1,0.07939981701738352,168,B_stopped
DASHUSDT,2025-07-20 15:00:00+00:00,80.4,-0.08199999999999996,74,B_stopped
DASHUSDT,2025-08-17 15:00:00+00:00,81.6,-0.08199999999999996,49,B_stopped
DASHUSDT,2025-10-01 20:00:00+00:00,84.3,0.11299999999999999,9,B_stopped
DASHUSDT,2025-10-02 07:00:00+00:00,80.9,0.11299999999999999,4,B_stopped
DASHUSDT,2025-10-02 13:00:00+00:00,83.9,-0.08199999999999996,2,B_stopped
DASHUSDT,2025-10-05 15:00:00+00:00,91.2,-0.08199999999999985,34,B_stopped
DASHUSDT,2025-10-13 01:00:00+00:00,94.9,-0.001999999999999778,13,B_stopped
DASHUSDT,2025-10-14 06:00:00+00:00,89.6,0.11300000000000021,26,B_stopped
DASHUSDT,2025-10-21 14:00:00+00:00,82.7,-0.08199999999999985,20,B_stopped
DASHUSDT,2025-10-22 12:00:00+00:00,81.3,-0.08200000000000007,9,B_stopped
DASHUSDT,2025-10-26 07:00:00+00:00,81.1,0.11299999999999999,13,B_stopped
DASHUSDT,2025-10-27 18:00:00+00:00,81.5,-0.08199999999999996,45,B_stopped
DASHUSDT,2025-11-05 10:00:00+00:00,88.9,0.11299999999999999,5,B_stopped
DASHUSDT,2025-11-05 16:00:00+00:00,86.0,-0.08199999999999996,9,B_stopped
DASHUSDT,2025-11-07 02:00:00+00:00,83.7,-0.08199999999999996,8,B_stopped
DASHUSDT,2025-11-28 10:00:00+00:00,80.1,-0.08199999999999996,56,B_stopped
DASHUSDT,2025-12-10 00:00:00+00:00,80.9,-0.08199999999999996,24,B_stopped
DASHUSDT,2026-01-14 05:00:00+00:00,80.8,0.11299999999999977,1,B_stopped
DASHUSDT,2026-03-17 23:00:00+00:00,81.8,-0.08199999999999996,16,B_stopped
DASHUSDT,2026-04-08 13:00:00+00:00,81.5,0.11300000000000021,37,B_stopped
DASHUSDT,2026-04-12 04:00:00+00:00,82.4,-0.08200000000000007,60,B_stopped
DASHUSDT,2026-04-23 23:00:00+00:00,80.3,-0.03268493150684926,168,B_stopped
DASHUSDT,2026-05-25 18:00:00+00:00,80.7,-0.08200000000000007,55,B_stopped
DEXEUSDT,2023-08-20 00:00:00+00:00,83.1,0.0007297543221111997,168,B_stopped
DEXEUSDT,2023-09-07 09:00:00+00:00,84.6,-0.0272883762200532,168,B_stopped
DEXEUSDT,2023-11-14 11:00:00+00:00,95.9,-0.08199999999999996,1,B_stopped
DEXEUSDT,2023-11-14 16:00:00+00:00,89.1,-0.08199999999999996,18,B_stopped
DEXEUSDT,2023-11-19 12:00:00+00:00,89.4,-0.08199999999999996,51,B_stopped
DEXEUSDT,2023-12-06 15:00:00+00:00,80.3,0.11299999999999999,36,B_stopped
DEXEUSDT,2023-12-08 14:00:00+00:00,80.4,-0.08199999999999996,24,B_stopped
DEXEUSDT,2023-12-10 08:00:00+00:00,88.5,0.11299999999999999,46,B_stopped
DEXEUSDT,2023-12-29 15:00:00+00:00,80.4,0.11299999999999999,14,B_stopped
DEXEUSDT,2024-01-01 13:00:00+00:00,80.3,-0.08199999999999996,47,B_stopped
DEXEUSDT,2024-01-13 05:00:00+00:00,86.8,-0.08199999999999996,5,B_stopped
DEXEUSDT,2024-02-23 15:00:00+00:00,80.3,-0.002,21,B_stopped
DEXEUSDT,2024-02-25 21:00:00+00:00,83.5,0.11299999999999999,57,B_stopped
DEXEUSDT,2024-02-29 07:00:00+00:00,82.2,0.11299999999999999,31,B_stopped
DEXEUSDT,2024-03-08 13:00:00+00:00,80.9,0.0073226222354456656,168,B_stopped
DEXEUSDT,2024-08-09 17:00:00+00:00,80.0,-0.002,146,B_stopped
DEXEUSDT,2024-09-11 04:00:00+00:00,82.0,-0.010425145819831448,168,B_stopped
DEXEUSDT,2024-11-06 15:00:00+00:00,80.2,0.11299999999999999,120,B_stopped
DEXEUSDT,2024-11-11 21:00:00+00:00,84.0,-0.08200000000000007,16,B_stopped
DEXEUSDT,2024-11-16 04:00:00+00:00,83.0,-0.002,159,B_stopped
DEXEUSDT,2024-12-02 16:00:00+00:00,83.2,0.11299999999999999,39,B_stopped
DEXEUSDT,2024-12-12 20:00:00+00:00,86.5,-0.08199999999999985,69,B_stopped
DEXEUSDT,2024-12-19 18:00:00+00:00,84.2,0.11299999999999999,17,B_stopped
DEXEUSDT,2024-12-21 05:00:00+00:00,83.0,0.11299999999999999,14,B_stopped
DEXEUSDT,2024-12-22 01:00:00+00:00,93.1,0.11300000000000021,5,B_stopped
DEXEUSDT,2024-12-23 11:00:00+00:00,97.5,0.11299999999999999,4,B_stopped
DEXEUSDT,2024-12-28 18:00:00+00:00,82.2,0.11299999999999999,50,B_stopped
DEXEUSDT,2025-01-01 02:00:00+00:00,81.3,0.11299999999999999,29,B_stopped
DEXEUSDT,2025-01-11 20:00:00+00:00,80.3,-0.08199999999999996,37,B_stopped
DEXEUSDT,2025-01-14 17:00:00+00:00,81.0,0.11299999999999977,26,B_stopped
DEXEUSDT,2025-01-19 20:00:00+00:00,80.7,0.11299999999999999,64,B_stopped
DEXEUSDT,2025-05-26 19:00:00+00:00,80.3,0.11299999999999999,96,B_stopped
DEXEUSDT,2025-06-05 19:00:00+00:00,92.5,-0.002,82,B_stopped
DEXEUSDT,2025-06-25 00:00:00+00:00,80.7,-0.08199999999999996,10,B_stopped
DEXEUSDT,2025-07-11 08:00:00+00:00,81.7,-0.08199999999999996,91,B_stopped
DEXEUSDT,2025-07-16 08:00:00+00:00,82.5,-0.001999999999999778,83,B_stopped
DEXEUSDT,2025-08-27 18:00:00+00:00,80.7,-0.01593964000541359,168,B_stopped
DEXEUSDT,2025-10-17 00:00:00+00:00,80.2,-0.08199999999999996,10,B_stopped
DEXEUSDT,2025-10-22 12:00:00+00:00,82.8,-0.08199999999999996,38,B_stopped
DEXEUSDT,2025-11-01 16:00:00+00:00,80.0,-0.08199999999999996,35,B_stopped
DEXEUSDT,2026-02-23 17:00:00+00:00,80.4,0.11299999999999999,15,B_stopped
DEXEUSDT,2026-02-24 16:00:00+00:00,84.3,-0.08199999999999996,20,B_stopped
DEXEUSDT,2026-02-27 11:00:00+00:00,82.3,-0.08199999999999996,64,B_stopped
DEXEUSDT,2026-03-09 12:00:00+00:00,85.1,0.11299999999999999,14,B_stopped
DEXEUSDT,2026-05-24 23:00:00+00:00,80.2,0.11299999999999999,5,B_stopped
DEXEUSDT,2026-05-25 10:00:00+00:00,80.1,-0.08199999999999996,28,B_stopped
DOGEUSDT,2023-07-24 12:00:00+00:00,81.7,0.06638949323427967,168,B_stopped
DOGEUSDT,2023-11-02 02:00:00+00:00,83.0,0.08654718066743383,168,B_stopped
DOGEUSDT,2023-11-12 22:00:00+00:00,82.4,-0.08199999999999996,44,B_stopped
DOGEUSDT,2023-11-16 03:00:00+00:00,82.8,-0.001999999999999778,139,B_stopped
DOGEUSDT,2023-11-24 07:00:00+00:00,83.3,0.07980602006688953,168,B_stopped
DOGEUSDT,2023-12-10 20:00:00+00:00,84.1,-0.08200000000000007,6,B_stopped
DOGEUSDT,2023-12-16 03:00:00+00:00,82.1,-0.08199999999999996,55,B_stopped
DOGEUSDT,2024-03-03 05:00:00+00:00,82.0,-0.08200000000000007,2,B_stopped
DOGEUSDT,2024-03-03 08:00:00+00:00,82.0,0.11299999999999999,12,B_stopped
DOGEUSDT,2024-03-04 00:00:00+00:00,81.5,0.11299999999999999,16,B_stopped
DOGEUSDT,2024-03-04 23:00:00+00:00,80.1,-0.002,17,B_stopped
DOGEUSDT,2024-03-05 21:00:00+00:00,84.7,0.11299999999999977,11,B_stopped
DOGEUSDT,2024-03-06 22:00:00+00:00,80.1,0.11299999999999999,67,B_stopped
DOGEUSDT,2024-03-09 23:00:00+00:00,85.6,-0.08199999999999985,25,B_stopped
DOGEUSDT,2024-03-11 05:00:00+00:00,83.0,0.11299999999999999,71,B_stopped
DOGEUSDT,2024-03-30 23:00:00+00:00,83.7,-0.001999999999999778,57,B_stopped
DOGEUSDT,2024-04-12 16:00:00+00:00,81.2,-0.08199999999999996,2,B_stopped
DOGEUSDT,2024-04-21 02:00:00+00:00,80.3,-0.08199999999999996,92,B_stopped
DOGEUSDT,2024-10-04 17:00:00+00:00,81.0,0.02035716257245368,168,B_stopped
DOGEUSDT,2024-10-16 13:00:00+00:00,82.6,0.11299999999999999,60,B_stopped
DOGEUSDT,2024-10-20 12:00:00+00:00,86.5,0.04250417726116984,168,B_stopped
DOGEUSDT,2024-10-28 15:00:00+00:00,83.9,0.11299999999999999,23,B_stopped
DOGEUSDT,2024-10-31 18:00:00+00:00,83.1,-0.08199999999999996,56,B_stopped
DOGEUSDT,2024-11-15 01:00:00+00:00,86.8,-0.08199999999999996,49,B_stopped
DOGEUSDT,2024-11-18 04:00:00+00:00,84.5,0.11299999999999999,118,B_stopped
DOGEUSDT,2024-11-23 15:00:00+00:00,84.3,-0.08199999999999996,1,B_stopped
DOGEUSDT,2024-12-05 10:00:00+00:00,80.2,-0.001999999999999778,107,B_stopped
DOGEUSDT,2024-12-23 09:00:00+00:00,81.5,0.012827433907502074,168,B_stopped
DOGEUSDT,2025-05-11 01:00:00+00:00,90.2,-0.08199999999999996,41,B_stopped
DOGEUSDT,2025-05-22 14:00:00+00:00,80.1,-0.08199999999999996,58,B_stopped
DOGEUSDT,2025-07-12 05:00:00+00:00,80.3,0.11299999999999999,140,B_stopped
DOGEUSDT,2025-07-22 10:00:00+00:00,81.6,-0.08199999999999996,27,B_stopped
DOGEUSDT,2025-07-27 05:00:00+00:00,80.0,-0.08199999999999996,43,B_stopped
DOGEUSDT,2025-08-10 15:00:00+00:00,84.0,0.05743500881455055,168,B_stopped
DOGEUSDT,2025-08-22 22:00:00+00:00,82.1,-0.08199999999999996,57,B_stopped
DOGEUSDT,2025-09-14 03:00:00+00:00,82.5,-0.08199999999999996,29,B_stopped
DOGEUSDT,2026-03-10 18:00:00+00:00,80.1,0.06686327920377177,168,B_stopped
DOGEUSDT,2026-03-18 08:00:00+00:00,80.5,-0.08199999999999996,33,B_stopped
DOTUSDT,2023-11-08 03:00:00+00:00,80.6,-0.08199999999999985,37,B_stopped
DOTUSDT,2023-11-09 21:00:00+00:00,80.0,0.11299999999999977,46,B_stopped
DOTUSDT,2023-11-24 14:00:00+00:00,80.1,0.04095069337442214,168,B_stopped
DOTUSDT,2023-12-02 10:00:00+00:00,82.7,0.11299999999999999,145,B_stopped
DOTUSDT,2023-12-08 18:00:00+00:00,81.1,0.11299999999999999,14,B_stopped
DOTUSDT,2023-12-11 02:00:00+00:00,82.8,0.11299999999999999,92,B_stopped
DOTUSDT,2023-12-15 08:00:00+00:00,81.6,-0.08199999999999996,66,B_stopped
DOTUSDT,2023-12-26 20:00:00+00:00,81.4,-0.03966847137426566,168,B_stopped
DOTUSDT,2024-02-24 09:00:00+00:00,80.6,0.11300000000000021,162,B_stopped
DOTUSDT,2024-03-05 18:00:00+00:00,80.1,-0.08199999999999985,1,B_stopped
DOTUSDT,2024-03-06 05:00:00+00:00,81.9,0.11300000000000021,133,B_stopped
DOTUSDT,2024-03-13 02:00:00+00:00,81.9,-0.002,55,B_stopped
DOTUSDT,2024-03-22 06:00:00+00:00,81.1,0.017916479280436937,168,B_stopped
DOTUSDT,2024-07-07 12:00:00+00:00,80.9,0.003829959514170202,168,B_stopped
DOTUSDT,2024-09-14 05:00:00+00:00,80.3,-0.08199999999999996,101,B_stopped
DOTUSDT,2024-09-24 09:00:00+00:00,81.9,0.0357992957746478,168,B_stopped
DOTUSDT,2024-10-15 16:00:00+00:00,81.4,-0.031165724621297852,168,B_stopped
DOTUSDT,2024-10-31 00:00:00+00:00,81.7,-0.08199999999999996,39,B_stopped
DOTUSDT,2024-11-06 02:00:00+00:00,84.5,0.11300000000000021,93,B_stopped
DOTUSDT,2024-11-10 15:00:00+00:00,86.0,-0.002,95,B_stopped
DOTUSDT,2024-11-16 03:00:00+00:00,82.5,0.11299999999999999,21,B_stopped
DOTUSDT,2024-11-20 09:00:00+00:00,81.3,-0.08199999999999996,10,B_stopped
DOTUSDT,2024-11-22 13:00:00+00:00,83.2,0.11299999999999999,12,B_stopped
DOTUSDT,2024-11-23 07:00:00+00:00,82.0,0.11299999999999999,8,B_stopped
