pair,tier,time,vol_z,pnl,win,hours_held,rsi14,bbw_pctl,dist_30d_high,dist_30d_low,obv_chg_pctl,macd_rel,atr_pctl,vwap7_dist,ret_7d,ret_24h,spike_hours_24h,buy_ratio,hour_utc,dow,btc_ret_24h
FETUSDT,mid,2026-03-16 21:00:00+00:00,4.07,-0.06940649404027943,False,36,75.79140368885368,99.58333333333333,-0.015378389316066388,0.7353780313837375,99.44444444444444,0.006352984199349401,100.0,0.26592365544367724,0.6756198347107438,0.21528471528471527,18.0,0.4354384475745965,21.0,0.0,0.03493742786398202
FILUSDT,mid,2023-10-16 13:00:00+00:00,4.57,-0.025291449586270276,False,36,57.771367282817074,68.19444444444444,-0.0604664555139649,0.04182630906768825,8.75,0.0005139883324013699,78.19444444444444,0.015244910200049366,0.0003065603923972926,0.020325203252032464,3.0,0.526958234904643,13.0,0.0,0.03911783752525322
FILUSDT,mid,2023-10-22 07:00:00+00:00,4.17,0.11299999999999999,True,36,57.149512397249445,94.86111111111111,-0.029945292254534905,0.07567049808429127,99.02777777777779,0.0004467338856274317,100.0,0.0339755047435244,0.04985976939856651,0.03885291396854784,10.0,0.41860566248270603,7.0,6.0,0.012573640801211816
FILUSDT,mid,2023-10-23 23:00:00+00:00,4.31,-0.0273820253820255,False,36,75.15035501735287,100.0,-0.017307202850598058,0.23275862068965525,99.58333333333333,0.010540706334642807,100.0,0.12967776581803614,0.18836565096952906,0.12795793163891322,12.0,0.4544956803076149,23.0,0.0,0.10908922037658386
FILUSDT,mid,2024-02-16 06:00:00+00:00,4.15,0.056380484499407135,True,36,62.64186813466695,45.83333333333333,-0.008732157850545819,0.2583670859091878,89.44444444444444,-0.00027523824720559245,87.08333333333333,0.06770902094450348,0.10439663236669783,0.03416257883672036,6.0,0.5398637257102772,6.0,4.0,0.0020925535350719837
FILUSDT,mid,2024-02-18 06:00:00+00:00,4.04,0.11299999999999999,True,34,53.585763073641225,83.88888888888889,-0.029393272555800154,0.3163504583244512,99.44444444444444,-0.0005620544521915767,100.0,0.06179811125375112,0.13971945367294203,0.07167650121485591,18.0,0.3771281913581025,6.0,6.0,-0.005048442785278162
FILUSDT,mid,2024-02-19 23:00:00+00:00,5.35,0.032322022441530374,True,36,76.20290238180644,100.0,-0.019875447197561846,0.576849285866553,99.86111111111111,0.009022706953668387,100.0,0.186236756151408,0.3572477064220183,0.17786624203821666,19.0,0.44483642704884124,23.0,0.0,-0.005807449492532646
FILUSDT,mid,2024-05-23 21:00:00+00:00,4.1,0.012953592299759455,True,36,39.9464685074427,97.36111111111111,-0.1069838833461243,0.09504987765857331,1.9444444444444444,-0.0038311081174464572,99.72222222222223,-0.020643617777865053,0.01464945936519002,-0.05597923089404522,6.0,0.4665157731504127,21.0,3.0,-0.023604155467274013
FILUSDT,mid,2024-10-28 12:00:00+00:00,5.28,0.029808035714285586,True,36,64.59121899943284,30.97222222222222,-0.13742478941034897,0.060982830076968586,98.33333333333333,0.0007465588694300941,41.94444444444444,-0.012501969203703611,-0.07795214818626184,0.028112449799196693,1.0,0.4967227292356213,12.0,0.0,0.02421849349392602
FILUSDT,mid,2024-11-10 16:00:00+00:00,4.13,0.020479721900347414,True,36,80.14206820270371,94.44444444444444,0.0,0.3446556559675913,100.0,0.0025411900398091443,100.0,0.14248069112635675,0.30757575757575784,0.11700750711881969,10.0,0.5351285217567278,16.0,6.0,0.0442103566697547
FILUSDT,mid,2025-05-09 08:00:00+00:00,4.08,0.046285048285048314,True,36,79.38887408605824,93.88888888888889,-0.001994017946161497,0.3045178105994788,92.91666666666667,0.00041628728884310893,98.88888888888889,0.10272496289069344,0.03874092009685226,0.09200000000000008,4.0,0.5395286781172667,8.0,4.0,0.0440939729985208
FILUSDT,mid,2025-10-11 01:00:00+00:00,6.63,0.014234567901234564,True,36,19.984697038809927,100.0,-0.38589840788476115,0.03779628443305594,99.86111111111111,-0.04695381164082538,99.44444444444444,-0.1417742240463794,-0.3176074136478517,-0.2987012987012987,10.0,0.6353910181038117,1.0,5.0,-0.07581970124999515
FILUSDT,mid,2026-05-06 08:00:00+00:00,5.41,-0.025550724637681155,False,36,68.49628563290901,100.0,-0.036649214659685736,0.29729729729729737,99.58333333333333,0.00861424781610892,100.0,0.08269374609251945,0.17321997874601514,0.15360501567398144,10.0,0.5150264531237045,8.0,2.0,0.006236179836174749
INJUSDT,mid,2023-08-17 22:00:00+00:00,5.02,0.09088126133668206,True,36,50.77921562321011,94.44444444444444,-0.2511754257653328,0.0541256067068685,99.58333333333333,-0.0007012545344886925,100.0,-0.015002606122666906,-0.06691837000390577,0.027526881720430163,6.0,0.49765168409389193,22.0,3.0,-0.09249029455267843
INJUSDT,mid,2023-10-16 13:00:00+00:00,4.33,0.01334691771988661,True,36,48.84705747445326,46.38888888888889,-0.035692078099738955,0.12409394027254272,3.888888888888889,-0.001814205336871876,95.0,0.030972456803794346,0.03180306054557547,0.024577167019027568,3.0,0.5258076391643562,13.0,0.0,0.03911783752525322
INJUSDT,mid,2023-10-23 03:00:00+00:00,4.3,0.11299999999999999,True,19,69.35009495253162,96.52777777777779,0.0,0.38112496375761085,95.27777777777777,0.003991076342410946,100.0,0.12461152507264672,0.2157988769780499,0.05785032200755036,5.0,0.5216282408487589,3.0,0.0,0.017271517483824272
INJUSDT,mid,2023-12-11 14:00:00+00:00,4.09,0.11299999999999999,True,11,67.25355201351738,97.36111111111111,-0.006160433414889921,0.601675820306999,98.75,0.0015155313711723729,100.0,0.17394667217761306,0.3874351936566027,0.20891794217687076,15.0,0.5180450983209762,14.0,0.0,-0.04176263338765873
