pair,tier,time,vol_z,pnl,win,hours_held,rsi14,bbw_pctl,dist_30d_high,dist_30d_low,obv_chg_pctl,macd_rel,atr_pctl,vwap7_dist,ret_7d,ret_24h,spike_hours_24h,buy_ratio,hour_utc,dow,btc_ret_24h
INJUSDT,mid,2026-04-16 13:00:00+00:00,4.39,-0.004389486260453988,False,36,61.01866007853797,77.63888888888889,-0.019332161687170557,0.22413162705667267,97.63888888888889,-0.001438561846944947,100.0,0.06906594758481344,0.15051546391752568,0.0930460333006855,13.0,0.494967419120828,13.0,3.0,0.004715392796137863
JSTUSDT,mid,2023-07-11 02:00:00+00:00,4.39,0.04936221527467621,True,36,61.640718949343096,52.84090909090909,-0.03864319450407905,0.021441605839416233,80.7017543859649,0.0015028988022404701,54.395604395604394,-0.012109753804499301,-0.026098303610265328,0.01312217194570131,3.0,0.6917413738408986,2.0,1.0,0.01788623838555936
JSTUSDT,mid,2023-07-13 15:00:00+00:00,4.3,0.11299999999999999,True,33,63.73564700500236,64.55696202531645,-0.00042319085907760456,0.07755474452554756,54.741379310344826,0.0010023058668141066,77.77777777777779,0.032523866114721134,0.057769816390506046,0.01373390557939902,1.0,0.559885781384505,15.0,3.0,-0.005354533703663011
JSTUSDT,mid,2023-09-29 03:00:00+00:00,4.26,0.11299999999999999,True,6,78.74968851654432,100.0,-0.003923107100823775,0.2797379032258065,99.86111111111111,0.012114925435247677,100.0,0.04841968566960153,0.13146167557932253,0.14524131709517363,4.0,0.619973789000885,3.0,4.0,0.019288447851268042
JSTUSDT,mid,2023-09-29 11:00:00+00:00,4.66,-0.13191988854057823,False,36,76.72765891995807,100.0,-0.007261410788381828,0.44707661290322576,99.86111111111111,0.01410679760877554,99.86111111111111,0.07342226910566452,0.27430093209054585,0.2926609635299413,12.0,0.5520655019201741,11.0,4.0,0.017249879754405395
JSTUSDT,mid,2024-01-14 06:00:00+00:00,4.69,-0.038272670419011945,False,36,70.00386292178513,92.36111111111111,-0.0352941176470587,0.13283740701381497,100.0,0.003030823220597256,100.0,0.06474298379138399,0.0652898067954697,0.07459677419354827,7.0,0.6168889034805174,6.0,6.0,-0.008145965682074374
JSTUSDT,mid,2024-02-15 21:00:00+00:00,4.12,-0.00614691943127965,False,36,64.1299221111675,96.80555555555556,-0.014881820834549253,0.21613832853025938,45.13888888888889,-0.0008895235542956376,98.75,0.0461515902266989,0.0939727802981205,0.034313725490195957,6.0,0.6306156333887,21.0,3.0,-2.7086565179690325e-06
JSTUSDT,mid,2024-04-11 21:00:00+00:00,4.28,0.11299999999999999,True,3,57.88836935577225,67.77777777777779,-0.03774879890185312,0.28270814272644107,98.75,-0.004206684884114062,98.19444444444444,0.050185295384421735,0.14636140637775963,0.09788566953797972,13.0,0.5165390559030913,21.0,3.0,0.009849451405281151
JSTUSDT,mid,2024-06-08 14:00:00+00:00,4.29,0.051107968264918924,True,36,32.383365586291845,17.63888888888889,-0.12916791829378194,0.0038088642659279692,94.58333333333333,0.0009175191890122094,100.0,-0.03148595269708521,-0.047008547008547064,-0.04323432343234335,3.0,0.4317158526539615,14.0,5.0,-0.02942072787154759
JSTUSDT,mid,2024-07-01 10:00:00+00:00,4.12,0.012131897711978425,True,36,62.0462560987679,51.52777777777777,-0.03849886768036237,0.11477869467366841,95.55555555555556,0.00013878645899925292,78.47222222222221,0.024916779113865584,0.1007407407407408,0.008141112618724522,2.0,0.49994830148998276,10.0,0.0,0.022903898442540926
JSTUSDT,mid,2024-10-03 08:00:00+00:00,4.26,0.012025245441795286,True,36,30.231607924122372,50.138888888888886,-0.053120849933599,0.04622157006603089,1.25,3.363136101853894e-06,94.72222222222221,-0.03193130667465882,-0.023287671232876672,-0.020604395604395642,2.0,0.4605093985340565,8.0,3.0,-0.012982889284175236
JSTUSDT,mid,2025-02-28 04:00:00+00:00,4.46,0.029756318859365027,True,36,24.999111877372655,80.27777777777779,-0.21595528455284552,0.006194978806651319,97.5,-0.00401061812090418,91.25,-0.051755701849353075,-0.11117511520737333,-0.030778894472361817,1.0,0.4851517732468284,4.0,4.0,-0.05601415149686162
JSTUSDT,mid,2025-04-02 07:00:00+00:00,4.33,-0.02915355805243447,False,36,78.92790772092742,84.44444444444444,-0.039856158225951344,0.10865051903114198,100.0,0.002596187989905831,87.77777777777777,0.018597437008023077,0.03756476683937815,0.039247486214725846,5.0,0.5307817091895568,7.0,2.0,0.00804304032508174
JSTUSDT,mid,2025-04-27 08:00:00+00:00,4.83,-0.029635118610907507,False,36,77.80244585808367,100.0,-0.0257326661901357,0.42622950819672134,99.86111111111111,0.014527221950952338,100.0,0.07491889718158773,0.33279009126466774,0.2814164838608588,12.0,0.41586852322514417,8.0,6.0,-0.005332857637878163
JSTUSDT,mid,2025-08-25 07:00:00+00:00,4.54,0.05729437706725471,True,36,67.66015359315838,93.05555555555556,-0.14170806718713036,0.12846034214618984,99.72222222222223,0.0048318597260232675,95.97222222222223,0.04735013174900837,0.10981951667176526,0.046136101499423265,7.0,0.5696867337676083,7.0,0.0,-0.025530809037596303
JSTUSDT,mid,2026-01-19 00:00:00+00:00,4.04,0.02772770422183357,True,36,41.385823754574325,24.166666666666668,-0.10407341092211264,0.06293149229952211,81.38888888888889,-0.0005271997774847894,75.55555555555556,-0.008965320027534585,-0.006206554121151897,-0.010872251050160542,1.0,0.461709047981374,0.0,0.0,-0.015498313833314237
JTOUSDT,mid,2024-09-27 09:00:00+00:00,4.34,-0.014872083668543866,False,36,57.82400778114338,35.97222222222222,-0.0063948840927255945,0.3430578065910319,35.833333333333336,0.0009729019982819481,98.47222222222223,0.06079781780481697,0.06375695335900722,0.04983108108108114,8.0,0.5209169579688712,9.0,4.0,0.031651323585964564
JTOUSDT,mid,2025-06-04 10:00:00+00:00,5.8,-0.09192999461497042,False,36,55.04385215892218,21.805555555555557,-0.155909090909091,0.20819778789850374,24.583333333333332,-0.0010910162735214839,43.333333333333336,0.06624296671708119,-0.042289840123775124,0.018092105263157743,2.0,0.5865580846900723,10.0,2.0,0.005962084299803383
JTOUSDT,mid,2026-01-02 12:00:00+00:00,4.77,0.048228310502283156,True,36,70.22816759820736,75.97222222222221,-0.07789473684210524,0.42207792207792205,100.0,0.0017903059379171923,72.36111111111111,0.1041575639761485,0.14960629921259838,0.09774436090225569,1.0,0.5123670451800802,12.0,4.0,0.016794274875762127
JTOUSDT,mid,2026-01-26 04:00:00+00:00,4.35,0.08415384615384602,True,36,49.41938469832068,99.44444444444444,-0.36023622047244097,0.05863192182410426,99.58333333333333,0.0008181527758468871,99.02777777777779,-0.048545360948387795,-0.09722222222222221,-0.026946107784431184,11.0,0.6041322293249926,4.0,0.0,-0.018865708149754412
JTOUSDT,mid,2026-01-28 05:00:00+00:00,4.51,0.11299999999999999,True,4,66.52417411964224,97.91666666666666,-0.25393700787401574,0.23452768729641704,99.72222222222223,0.006184305612576767,97.08333333333333,0.09205823794786205,0.09855072463768133,0.12797619047619047,12.0,0.5555501350052923,5.0,2.0,0.004464460093398515
JTOUSDT,mid,2026-01-29 01:00:00+00:00,5.14,-0.19125233644859818,False,36,50.33523216148551,98.05555555555556,-0.15748031496062997,0.39413680781758953,98.61111111111111,-0.017727166214048597,100.0,0.06724852523726343,0.2514619883040934,0.15053763440860224,24.0,0.49936353271342343,1.0,3.0,-0.0036192941990698113
JTOUSDT,mid,2026-03-23 19:00:00+00:00,4.35,0.0663290192694852,True,36,82.17100745764691,100.0,0.0,0.3880239520958084,99.86111111111111,0.018842245895657632,100.0,0.10711987931822753,0.18668941979522202,0.23692636072572038,8.0,0.5442128017062984,19.0,0.0,0.03581595538701032
JTOUSDT,mid,2026-04-13 09:00:00+00:00,4.39,-0.03958931345138239,False,36,72.77082243869106,81.38888888888889,-0.13976483164083364,0.26136363636363646,92.77777777777779,0.0049163385383029015,88.61111111111111,0.06860386393108908,0.16419529837251345,0.07050216162288003,2.0,0.5198889075684496,9.0,0.0,-0.013241944173333908
JTOUSDT,mid,2026-05-08 03:00:00+00:00,4.43,-0.07112044237083126,False,36,59.5724672220211,98.61111111111111,-0.14164936220706026,1.1135865595325054,97.77777777777777,-0.010429241794032231,98.61111111111111,0.1433982324327192,0.619194180190263,0.41215226939970706,19.0,0.49027238603368284,3.0,4.0,-0.020032216648950607
MEGAUSDT,tiny,2026-05-23 09:00:00+00:00,5.6,-0.03396816022595972,False,36,30.441052301892512,90.78947368421053,-0.5572167585697232,0.017637836425398623,100.0,-0.004534958726784523,38.28996282527881,-0.031096231558157994,-0.15170986713134393,-0.1025463763106349,5.0,0.48019787333254516,9.0,5.0,-0.03343040750184623
MEGAUSDT,tiny,2026-06-17 14:00:00+00:00,5.4,0.11299999999999999,True,12,38.18755697723103,87.36111111111111,-0.4198318970103202,0.28851606805292995,0.2777777777777778,-0.001969847587570016,75.55555555555556,-0.053507728252578435,0.20882287741077388,-0.03911894273127747,5.0,0.4854720304042455,14.0,2.0,-0.011718040331859747
MEGAUSDT,tiny,2026-06-22 12:00:00+00:00,4.73,0.010538061973849102,True,36,48.487937701707004,41.66666666666667,-0.31505336768494663,0.3192344045368618,91.52777777777777,-0.0008557316961993567,30.97222222222222,-0.023045217923941208,-0.14945155393053022,0.0007169743681663121,3.0,0.48501807260857693,12.0,0.0,0.007498441785090959
MEGAUSDT,tiny,2026-06-24 07:00:00+00:00,4.03,-0.18929932215483403,False,36,52.6626615210899,30.694444444444446,-0.2722315980786707,0.3246691871455576,0.1388888888888889,0.0029519819879522302,70.13888888888889,-0.0061161746985931575,0.02730437969580346,0.050993625796775355,15.0,0.46464183079939725,7.0,2.0,-0.0024788670270009527
PUMPUSDT,mid,2025-09-26 05:00:00+00:00,4.8,0.0029290220820188412,True,36,41.44353726855146,17.313432835820898,-0.4154661749452576,0.011164274322169154,12.727272727272727,0.001345234600249827,4.9853372434017595,-0.12602769217611443,-0.31487234904768335,-0.020660359142691487,12.0,0.5070945378520322,5.0,4.0,-0.021458234551082533
PUMPUSDT,mid,2026-04-28 21:00:00+00:00,8.34,-0.03871232876712327,False,36,70.03363739710095,44.72222222222222,-0.11407766990291268,0.15214646464646475,100.0,0.0034217320079698737,99.58333333333333,-0.0027596534604285017,0.0027472527472527375,0.04464796794504866,1.0,0.5056861172886917,21.0,1.0,-0.006451107406754253
SEIUSDT,mid,2025-06-17 16:00:00+00:00,4.21,0.09850368550368538,True,36,26.748772931872537,98.61111111111111,-0.3521687226422603,0.018773466833541974,18.055555555555554,-0.006197425909477074,78.61111111111111,-0.09170693945814634,-0.1916583912611718,-0.11425462459194768,3.0,0.5425523649033345,16.0,1.0,-0.02963305734533206
SEIUSDT,mid,2025-08-24 19:00:00+00:00,4.34,-0.08314104595879557,False,36,50.09823563290949,55.69444444444444,-0.1291747170852885,0.19326777609682289,12.916666666666668,0.0019475913483960902,68.33333333333333,0.0045073236541128825,-0.07748538011695916,-0.025332097621254213,2.0,0.4773678574786685,19.0,6.0,-0.0045055932145835476
SEIUSDT,mid,2025-09-17 18:00:00+00:00,4.12,0.07574193548387109,True,36,38.563837354928395,22.5,-0.13067863151991022,0.1460258780036967,20.13888888888889,-0.0004483648434320069,34.44444444444444,-0.060328780475015,-0.025463690663313443,-0.025769956002514083,1.0,0.48883203222142785,18.0,2.0,-0.00821782023490325
SYNUSDT,micro,2023-11-30 13:00:00+00:00,4.74,-0.1130421836228287,False,36,57.63505861200243,95.97222222222223,-0.09080654258319243,0.42992312241277353,47.083333333333336,0.008778807754577489,100.0,0.04882062414416111,0.1664254703328507,0.16417910447761197,11.0,0.4688114008363494,13.0,3.0,-0.007366141795215997
SYNUSDT,micro,2024-02-27 23:00:00+00:00,4.01,0.11299999999999999,True,9,56.51396088846845,98.05555555555556,-0.11978921614754867,0.4136315550853862,99.30555555555556,-0.010390556756197116,98.88888888888889,0.07094153047797169,0.24570515381542157,0.17882797731569,21.0,0.6305404575553761,23.0,1.0,0.04085489534445719
SYNUSDT,micro,2024-06-12 11:00:00+00:00,4.99,0.11299999999999999,True,2,71.33914236150375,99.86111111111111,-0.18750739382467774,0.27705466716251403,99.86111111111111,0.01686147938632447,100.0,0.05181623154733761,-0.05749965692328807,0.23214926444205242,11.0,0.45731040253766697,11.0,2.0,0.015381711326081904
SYNUSDT,micro,2024-06-16 21:00:00+00:00,4.01,-0.14963061968408253,False,36,57.99493570959728,93.61111111111111,-0.20665140378358837,0.22424693194496115,91.38888888888889,0.007710665938094657,94.16666666666667,-0.022132899756021285,0.044581945105505394,0.06761796659640007,4.0,0.49135376555034654,21.0,6.0,0.007108918632231509
SYNUSDT,micro,2024-07-19 09:00:00+00:00,5.33,0.11299999999999999,True,29,48.627173266236156,9.722222222222223,-0.22539353053104993,0.11754429747941098,0.6944444444444444,0.0039044523591313983,77.63888888888889,-0.04089328044755347,0.03609440074039805,-0.02248417376118761,2.0,0.5672318564257715,9.0,4.0,-0.017369169147279928
SYNUSDT,micro,2024-07-20 17:00:00+00:00,6.32,0.04586476224914127,True,36,81.31323846280551,100.0,-0.005215827338129531,0.3803344147741454,99.02777777777779,0.016137140748381847,100.0,0.10804085521407947,0.2522073805750511,0.16638549135385916,8.0,0.5271159309394444,17.0,5.0,0.0058037233984093994
SYNUSDT,micro,2025-02-12 15:00:00+00:00,4.44,-0.03410616438356162,False,36,61.66514885522606,95.41666666666667,-0.32230925442413694,0.5891156462585034,99.86111111111111,0.0036641187688074917,100.0,0.1867996922540447,0.34330074755606677,0.2817558299039782,18.0,0.4485707856732646,15.0,2.0,-0.013748887064348736
SYNUSDT,micro,2025-04-18 13:00:00+00:00,6.41,0.03470886075949364,True,36,59.37528278433387,21.805555555555557,-0.21078921078921076,0.31229235880398676,7.638888888888889,-0.004437921779195655,99.16666666666667,0.005125615859036259,0.04774535809018565,0.09040717736369919,11.0,0.4416487545842573,13.0,4.0,-0.0015380534040357885
SYNUSDT,micro,2025-04-22 00:00:00+00:00,4.38,0.09166814377154098,True,36,65.63123575711207,87.63888888888889,-0.0193143408981169,0.6868770764119603,97.91666666666666,0.0005241380565529345,100.0,0.14357384237971327,0.3309305373525555,0.22793228536880306,19.0,0.46987374290614026,0.0,1.0,0.02743614523914495
SYNUSDT,micro,2025-07-06 18:00:00+00:00,4.39,-0.048659597030752955,False,36,76.28638726235116,89.02777777777777,-0.4605263157894738,0.1172985781990521,100.0,0.007444207824008655,26.944444444444443,0.019110262461192518,-0.048435923309788076,0.1172985781990521,3.0,0.5322574164145313,18.0,6.0,0.007670824186641445
SYNUSDT,micro,2025-07-09 01:00:00+00:00,4.12,0.11299999999999999,True,7,71.93339266731655,100.0,-0.37929061784897034,0.28554502369668233,99.86111111111111,0.010348598835734354,100.0,0.10055340494450249,0.2191011235955056,0.20155038759689914,15.0,0.3483949669495409,1.0,2.0,0.005913204608790856
SYNUSDT,micro,2025-07-12 06:00:00+00:00,4.59,-0.03669079939668174,False,36,56.6249742952026,90.83333333333333,-0.14890885750962768,0.5710900473933649,0.8333333333333334,0.0016649190382716878,100.0,0.1560859797604719,0.5068181818181818,0.12659303313508907,10.0,0.5000664449333138,6.0,5.0,-0.0014482391324581734
SYNUSDT,micro,2025-09-29 17:00:00+00:00,4.41,0.02014348981399472,True,36,53.42490776400903,95.69444444444444,-0.2115921787709497,0.0887174541947926,93.75,0.0053965797495235685,100.0,-0.005633463449131959,0.008035714285714368,0.0357798165137615,3.0,0.4280004226196982,17.0,0.0,0.030884300614341775
TIAUSDT,mid,2025-05-09 06:00:00+00:00,5.4,0.11299999999999999,True,18,59.36883100357435,85.97222222222223,-0.0840618695359785,0.219883564711151,93.47222222222223,-0.003980225313731991,96.38888888888889,0.05172472605581513,0.034168564920273425,0.07753164556962022,20.0,0.44504073323945814,6.0,4.0,0.04292803133381495
TIAUSDT,mid,2025-11-08 09:00:00+00:00,4.41,0.006893280632410905,True,36,56.22208255273443,95.55555555555556,-0.3120326308633583,0.3298291721419184,98.47222222222223,-0.006267220980890094,96.52777777777779,0.10832030134040838,0.09405405405405398,0.20047449584816146,11.0,0.4397873093197579,9.0,5.0,0.009217686813434822
TIAUSDT,mid,2026-04-16 16:00:00+00:00,8.48,0.11299999999999977,True,32,68.01152980662748,100.0,-0.04158266129032251,0.3548272176701106,99.72222222222223,0.008568969712741556,100.0,0.12727396300214355,0.2555298778474744,0.175943104514533,14.0,0.5109416264145531,16.0,3.0,0.011552855692697372
TRUMPUSDT,mid,2025-10-08 01:00:00+00:00,4.97,-0.020252933507170723,False,36,46.98390951303311,95.97222222222223,-0.18055555555555547,0.056473829201102,95.27777777777777,-0.00015822825524980304,93.61111111111111,-0.010162810781149001,0.03369272237196763,-0.032786885245901565,2.0,0.538062920515395,1.0,2.0,-0.023913673020689252
TRUMPUSDT,mid,2025-12-24 08:00:00+00:00,4.38,0.02367819424311457,True,36,30.730295647935122,63.74999999999999,-0.24558662708951728,0.0,0.1388888888888889,-0.0019093123326747376,39.861111111111114,-0.04264994151560442,-0.0775549188156639,-0.021479229989868287,1.0,0.5296144578243829,8.0,2.0,-0.007573640770363155
TRUMPUSDT,mid,2026-01-04 04:00:00+00:00,4.02,0.02631594634873302,True,36,61.96916322822895,98.88888888888889,-0.10249122220364482,0.13825275657336733,95.13888888888889,0.0006866204813073712,98.75,0.05096885318187283,0.0837876034726428,0.055446323240267326,14.0,0.43371479624493814,4.0,6.0,0.01013670984515036
TRUMPUSDT,mid,2026-03-13 17:00:00+00:00,4.3,0.11299999999999999,True,10,62.66274422950627,99.30555555555556,-0.11658268437929442,0.40715067493615464,99.02777777777779,0.001921814190840546,99.72222222222223,0.0970578873034531,0.23384516954574552,0.3819419562880688,20.0,0.5542140335554646,17.0,4.0,0.02137518051705878
XPLUSDT,mid,2026-06-25 05:00:00+00:00,4.88,0.11299999999999999,True,16,56.13242279468105,73.61111111111111,-0.22830820770519267,0.5229752066115703,0.1388888888888889,0.002705805703750158,50.27777777777778,-0.007538528476368489,-0.14606116774791467,0.053028571428571425,3.0,0.43061590603736033,5.0,3.0,-0.022102204466946995
ZROUSDT,mid,2025-03-15 10:00:00+00:00,4.3,0.04021533008418254,True,36,77.5100048680588,100.0,-0.29622700342999686,0.47227658186562316,99.44444444444444,0.016986521935850755,100.0,0.20810945460935226,0.09244917715392087,0.2787535410764874,11.0,0.4862057617784174,10.0,5.0,0.014381497164050128
ZROUSDT,mid,2025-07-20 00:00:00+00:00,4.87,0.08891324200913253,True,36,39.86689721946461,35.27777777777778,-0.09015371832156216,0.4388961892247043,2.638888888888889,0.0006198620782241762,80.97222222222223,-0.01520792948016536,0.02913533834586457,-0.00544959128065392,1.0,0.313052131078204,0.0,6.0,-0.0007194412983727583
ZROUSDT,mid,2025-08-11 06:00:00+00:00,4.51,-0.07622347720855194,False,36,74.66381512585852,99.72222222222223,-0.006014434643143551,0.49879081015719473,99.58333333333333,0.011146185349932081,99.86111111111111,0.1621093943277956,0.424712643678161,0.2738951695786229,14.0,0.5385916721069952,6.0,0.0,0.034006861789995346
ZROUSDT,mid,2025-09-22 15:00:00+00:00,4.39,0.11299999999999999,True,34,37.98969772666837,99.30555555555556,-0.15535307517084274,0.03749300503637398,29.305555555555557,-0.001038208130505133,86.52777777777779,-0.05007631977749738,-0.014354066985645897,-0.07852882703777331,5.0,0.5458372890345751,15.0,0.0,-0.022223807599670242
ZROUSDT,mid,2025-09-24 05:00:00+00:00,4.1,-0.03181542830099393,False,36,66.98903784895838,99.72222222222223,-0.037357630979498846,0.18242865137101294,96.11111111111111,0.0046184760674351875,98.05555555555556,0.07043087538602189,0.10052083333333339,0.1354110693175712,12.0,0.4503712551945871,5.0,2.0,-0.002493456643985481
ZROUSDT,mid,2026-01-19 00:00:00+00:00,4.18,0.011505578391074469,True,36,40.7718468733419,5.694444444444445,-0.03293583191368532,0.41210613598673307,1.9444444444444444,-0.0020112642311442782,94.16666666666667,0.04323594067326075,0.15223274695534506,-0.024627720504009076,2.0,0.4146793535829188,0.0,0.0,-0.015498313833314237
币安人生USDT,mid,2026-04-06 01:00:00+00:00,4.16,0.04091970802919698,True,36,64.70233423400208,99.86111111111111,-0.05906593406593408,0.7700258397932818,93.47222222222223,0.009171830192659809,100.0,0.29815494414010013,0.5675057208237986,0.20811287477954155,7.0,0.5071842949427648,1.0,0.0,0.027650130159910802
