pair,time,pnl,hours_held,variant
ADAUSDT,2025-07-21 05:00:00+00:00,-0.03412988192552224,168,A_hold7d
ADAUSDT,2025-08-14 00:00:00+00:00,-0.061714224781403204,168,A_hold7d
ADAUSDT,2026-05-06 08:00:00+00:00,0.004982726938625561,168,A_hold7d
ALLOUSDT,2026-02-19 10:00:00+00:00,0.05950793650793651,168,A_hold7d
ALLOUSDT,2026-04-21 04:00:00+00:00,-0.0975465587044535,168,A_hold7d
ALLOUSDT,2026-05-28 18:00:00+00:00,0.32472590567327386,168,A_hold7d
ALLOUSDT,2026-06-06 09:00:00+00:00,0.20734521979711062,168,A_hold7d
APTUSDT,2023-10-02 02:00:00+00:00,-0.09792668734102239,168,A_hold7d
APTUSDT,2023-10-21 15:00:00+00:00,0.17058883248730972,168,A_hold7d
APTUSDT,2023-10-31 00:00:00+00:00,0.0037658190419869193,168,A_hold7d
APTUSDT,2023-11-09 14:00:00+00:00,-0.006815997487305657,168,A_hold7d
APTUSDT,2023-12-08 06:00:00+00:00,-0.01247265875077008,168,A_hold7d
APTUSDT,2023-12-22 21:00:00+00:00,0.05022240446121051,168,A_hold7d
APTUSDT,2024-01-04 15:00:00+00:00,-0.16450447095939913,168,A_hold7d
APTUSDT,2024-02-15 03:00:00+00:00,-0.09893236859415178,168,A_hold7d
APTUSDT,2024-02-28 09:00:00+00:00,0.27841071329550293,168,A_hold7d
APTUSDT,2024-03-15 22:00:00+00:00,0.06425905585026315,168,A_hold7d
APTUSDT,2024-03-25 21:00:00+00:00,-0.003628287030158937,168,A_hold7d
APTUSDT,2024-05-27 13:00:00+00:00,-0.05430125523012552,168,A_hold7d
APTUSDT,2024-07-19 16:00:00+00:00,-0.06551351351351364,168,A_hold7d
APTUSDT,2024-08-24 16:00:00+00:00,-0.11733242876526462,168,A_hold7d
APTUSDT,2024-09-21 08:00:00+00:00,0.0682917771883289,168,A_hold7d
APTUSDT,2024-10-03 23:00:00+00:00,-0.05457009345794406,168,A_hold7d
APTUSDT,2024-10-12 16:00:00+00:00,0.01806335797254488,168,A_hold7d
APTUSDT,2024-10-22 01:00:00+00:00,-0.10914285714285721,168,A_hold7d
APTUSDT,2024-11-10 08:00:00+00:00,0.10960714285714279,168,A_hold7d
APTUSDT,2024-12-01 15:00:00+00:00,0.05097532656023218,168,A_hold7d
APTUSDT,2025-05-09 07:00:00+00:00,-0.054048531739053995,168,A_hold7d
APTUSDT,2025-07-14 04:00:00+00:00,0.03840015390534823,168,A_hold7d
APTUSDT,2025-07-23 08:00:00+00:00,-0.19443742233268235,168,A_hold7d
APTUSDT,2025-10-01 18:00:00+00:00,0.1009565946739357,168,A_hold7d
APTUSDT,2026-01-04 16:00:00+00:00,-0.08120286152273892,168,A_hold7d
APTUSDT,2026-01-13 22:00:00+00:00,-0.23014070351758797,168,A_hold7d
APTUSDT,2026-03-23 20:00:00+00:00,-0.15925047080979282,168,A_hold7d
APTUSDT,2026-04-30 01:00:00+00:00,-0.022507812500000113,168,A_hold7d
APTUSDT,2026-05-08 15:00:00+00:00,-0.08835097493036215,168,A_hold7d
ARBUSDT,2023-10-01 05:00:00+00:00,-0.0803434731561532,168,A_hold7d
ARBUSDT,2023-10-26 07:00:00+00:00,0.013488965377606911,168,A_hold7d
ARBUSDT,2023-11-03 19:00:00+00:00,0.1186913106096974,168,A_hold7d
ARBUSDT,2023-12-09 06:00:00+00:00,-0.08392671881432678,168,A_hold7d
ARBUSDT,2023-12-22 07:00:00+00:00,0.12349723110521804,168,A_hold7d
ARBUSDT,2024-01-01 18:00:00+00:00,0.0505947929407653,168,A_hold7d
ARBUSDT,2024-01-10 20:00:00+00:00,-0.04328547970912511,168,A_hold7d
ARBUSDT,2024-03-07 20:00:00+00:00,-0.085929226255959,168,A_hold7d
ARBUSDT,2024-05-23 11:00:00+00:00,-0.08643869297961826,168,A_hold7d
ARBUSDT,2024-09-25 01:00:00+00:00,-0.10749943883277224,168,A_hold7d
ARBUSDT,2024-11-09 11:00:00+00:00,0.06297313141182226,168,A_hold7d
ARBUSDT,2024-11-16 17:00:00+00:00,0.25113536110710677,168,A_hold7d
ARBUSDT,2024-11-23 21:00:00+00:00,0.12195271433490196,168,A_hold7d
ARBUSDT,2024-12-02 20:00:00+00:00,-0.02043043995243765,168,A_hold7d
ARBUSDT,2025-05-08 23:00:00+00:00,0.09648275862068978,168,A_hold7d
ARBUSDT,2025-07-11 04:00:00+00:00,0.12201995723449754,168,A_hold7d
ARBUSDT,2025-07-20 15:00:00+00:00,-0.09438802972484428,168,A_hold7d
ARBUSDT,2025-08-13 13:00:00+00:00,-0.09252792071659999,168,A_hold7d
ARBUSDT,2025-08-22 18:00:00+00:00,-0.16677663230240547,168,A_hold7d
ARBUSDT,2026-01-13 22:00:00+00:00,-0.18698659517426275,168,A_hold7d
ARBUSDT,2026-04-10 04:00:00+00:00,0.14710714285714288,168,A_hold7d
ARBUSDT,2026-05-08 15:00:00+00:00,-0.10352284263959388,168,A_hold7d
ASTERUSDT,2025-11-16 23:00:00+00:00,-0.12924434035909427,168,A_hold7d
ASTERUSDT,2026-03-05 11:00:00+00:00,-0.053861702127659616,168,A_hold7d
ASTERUSDT,2026-03-17 13:00:00+00:00,-0.15495629820051415,168,A_hold7d
ASTERUSDT,2026-04-22 12:00:00+00:00,-0.033563845050215035,168,A_hold7d
ASTERUSDT,2026-05-09 00:00:00+00:00,-0.0475840455840455,168,A_hold7d
ASTERUSDT,2026-05-21 09:00:00+00:00,-0.08453094910591463,168,A_hold7d
ASTERUSDT,2026-05-30 17:00:00+00:00,-0.15689130434782605,168,A_hold7d
ASTERUSDT,2026-06-17 14:00:00+00:00,-0.20482413350449302,168,A_hold7d
AVAXUSDT,2023-10-04 22:00:00+00:00,-0.09147885939036382,168,A_hold7d
AVAXUSDT,2023-10-30 10:00:00+00:00,0.12636079791847354,168,A_hold7d
AVAXUSDT,2023-11-08 22:00:00+00:00,0.5694285714285714,168,A_hold7d
AVAXUSDT,2023-12-05 22:00:00+00:00,0.4953566490443271,168,A_hold7d
AVAXUSDT,2023-12-16 11:00:00+00:00,0.029622364802933232,168,A_hold7d
AVAXUSDT,2023-12-24 03:00:00+00:00,-0.19989734075448362,168,A_hold7d
AVAXUSDT,2024-02-10 20:00:00+00:00,-0.00974806298425379,168,A_hold7d
AVAXUSDT,2024-02-29 08:00:00+00:00,-0.03023958096105661,168,A_hold7d
AVAXUSDT,2024-03-11 09:00:00+00:00,0.34445319101623295,168,A_hold7d
AVAXUSDT,2024-03-18 10:00:00+00:00,-0.08205082592121982,168,A_hold7d
AVAXUSDT,2024-05-20 23:00:00+00:00,-0.048598554697234064,168,A_hold7d
AVAXUSDT,2024-07-21 14:00:00+00:00,-0.10497482837528604,168,A_hold7d
AVAXUSDT,2024-09-20 03:00:00+00:00,0.053994256999282175,168,A_hold7d
AVAXUSDT,2024-11-09 22:00:00+00:00,0.16769086021505375,168,A_hold7d
AVAXUSDT,2024-11-22 11:00:00+00:00,0.14764557626673658,168,A_hold7d
AVAXUSDT,2024-12-02 03:00:00+00:00,0.09515740347899859,168,A_hold7d
AVAXUSDT,2025-05-09 07:00:00+00:00,0.03189830508474567,168,A_hold7d
AVAXUSDT,2025-07-13 17:00:00+00:00,0.16653408029878625,168,A_hold7d
AVAXUSDT,2025-07-27 23:00:00+00:00,-0.18196930161166536,168,A_hold7d
AVAXUSDT,2025-09-10 06:00:00+00:00,0.11590878754171308,168,A_hold7d
AVAXUSDT,2025-09-17 22:00:00+00:00,0.024615969581748942,168,A_hold7d
AVAXUSDT,2026-01-06 14:00:00+00:00,-0.04841638225255973,168,A_hold7d
AVAXUSDT,2026-01-13 22:00:00+00:00,-0.17938659444820582,168,A_hold7d
AVAXUSDT,2026-03-10 16:00:00+00:00,0.04169918699186992,168,A_hold7d
AVAXUSDT,2026-04-17 13:00:00+00:00,-0.05149494949494948,168,A_hold7d
AVAXUSDT,2026-05-08 21:00:00+00:00,-0.04809218436873752,168,A_hold7d
BCHUSDT,2023-09-27 10:00:00+00:00,0.005877461706783384,168,A_hold7d
BCHUSDT,2023-10-23 22:00:00+00:00,-0.07003496769289252,168,A_hold7d
BCHUSDT,2023-12-06 09:00:00+00:00,-0.10392081536652298,168,A_hold7d
BCHUSDT,2023-12-27 23:00:00+00:00,-0.1159719803104885,168,A_hold7d
BCHUSDT,2024-01-11 14:00:00+00:00,-0.15632960893854742,168,A_hold7d
BCHUSDT,2024-02-11 15:00:00+00:00,-0.03867745415318247,168,A_hold7d
BCHUSDT,2024-02-27 02:00:00+00:00,0.5868237323214904,168,A_hold7d
BCHUSDT,2024-03-27 14:00:00+00:00,0.11705202740233278,168,A_hold7d
BCHUSDT,2024-04-05 04:00:00+00:00,-0.12244577796828116,168,A_hold7d
BCHUSDT,2024-07-28 17:00:00+00:00,-0.1757745098039215,168,A_hold7d
BCHUSDT,2024-09-26 18:00:00+00:00,-0.10695216657287554,168,A_hold7d
BCHUSDT,2024-10-14 23:00:00+00:00,-0.01823376623376627,168,A_hold7d
BCHUSDT,2024-10-29 04:00:00+00:00,-0.12980386019822643,168,A_hold7d
BCHUSDT,2024-11-09 22:00:00+00:00,0.1922297784647089,168,A_hold7d
BCHUSDT,2024-11-21 04:00:00+00:00,0.02938832997987939,168,A_hold7d
BCHUSDT,2024-12-02 00:00:00+00:00,0.09271050750536092,168,A_hold7d
BCHUSDT,2025-03-05 09:00:00+00:00,-0.10143563558183288,168,A_hold7d
BCHUSDT,2025-04-12 16:00:00+00:00,-0.05302622576966942,168,A_hold7d
BCHUSDT,2025-04-22 15:00:00+00:00,0.02896488802875319,168,A_hold7d
BCHUSDT,2025-05-02 14:00:00+00:00,0.05944233272585264,168,A_hold7d
BCHUSDT,2025-05-10 22:00:00+00:00,-0.08909904003746205,168,A_hold7d
BCHUSDT,2025-05-22 09:00:00+00:00,-0.02331109566828815,168,A_hold7d
BCHUSDT,2025-06-15 13:00:00+00:00,-0.00948568912373404,168,A_hold7d
BCHUSDT,2025-06-26 06:00:00+00:00,0.012408645187112157,168,A_hold7d
BCHUSDT,2025-07-11 13:00:00+00:00,-0.007485152260261139,168,A_hold7d
BCHUSDT,2025-07-20 13:00:00+00:00,0.08824211298606,168,A_hold7d
BCHUSDT,2025-08-12 16:00:00+00:00,-0.0928342932367946,168,A_hold7d
BCHUSDT,2025-09-17 22:00:00+00:00,-0.11134744268077612,168,A_hold7d
BCHUSDT,2025-12-03 04:00:00+00:00,-0.05582674516400332,168,A_hold7d
BCHUSDT,2025-12-19 17:00:00+00:00,-0.017645586297760252,168,A_hold7d
BCHUSDT,2025-12-28 14:00:00+00:00,0.011481363996827866,168,A_hold7d
BCHUSDT,2026-01-05 06:00:00+00:00,-0.04842049736247167,168,A_hold7d
BCHUSDT,2026-05-06 04:00:00+00:00,-0.08667575382073522,168,A_hold7d
BIOUSDT,2025-05-09 13:00:00+00:00,-0.017439429928741035,168,A_hold7d
BIOUSDT,2025-07-14 03:00:00+00:00,0.06691495601173036,168,A_hold7d
BIOUSDT,2025-07-29 09:00:00+00:00,-0.20575335120643434,168,A_hold7d
BIOUSDT,2025-08-07 10:00:00+00:00,0.4057791718946049,168,A_hold7d
BIOUSDT,2025-08-17 22:00:00+00:00,0.6999687712152072,168,A_hold7d
BIOUSDT,2026-01-23 01:00:00+00:00,-0.2869264705882353,168,A_hold7d
BIOUSDT,2026-04-15 10:00:00+00:00,0.10027272727272729,168,A_hold7d
BIOUSDT,2026-05-02 07:00:00+00:00,0.05854279749478075,168,A_hold7d
BIOUSDT,2026-06-18 08:00:00+00:00,-0.22356652360515017,168,A_hold7d
BNBUSDT,2023-10-23 02:00:00+00:00,0.02524795640326971,168,A_hold7d
BNBUSDT,2023-11-04 13:00:00+00:00,0.06079168434450577,168,A_hold7d
BNBUSDT,2023-11-20 17:00:00+00:00,-0.13615101571483312,168,A_hold7d
BNBUSDT,2023-12-21 09:00:00+00:00,0.21492135669027213,168,A_hold7d
BNBUSDT,2023-12-28 10:00:00+00:00,-0.0350703883495147,168,A_hold7d
BNBUSDT,2024-02-09 02:00:00+00:00,0.11657585139318893,168,A_hold7d
BNBUSDT,2024-02-21 08:00:00+00:00,0.1114927177796099,168,A_hold7d
BNBUSDT,2024-03-04 08:00:00+00:00,0.255399952640303,168,A_hold7d
BNBUSDT,2024-03-12 04:00:00+00:00,-0.026791859389454165,168,A_hold7d
BNBUSDT,2024-05-21 07:00:00+00:00,-0.0532617044913507,168,A_hold7d
BNBUSDT,2024-06-03 10:00:00+00:00,0.019566761814145295,168,A_hold7d
BNBUSDT,2024-07-20 17:00:00+00:00,-0.025290884718498607,168,A_hold7d
BNBUSDT,2024-09-23 01:00:00+00:00,-0.024509658995464423,168,A_hold7d
BNBUSDT,2024-10-29 15:00:00+00:00,-0.07660239383505496,168,A_hold7d
BNBUSDT,2024-11-09 01:00:00+00:00,-0.014532645391426178,168,A_hold7d
BNBUSDT,2024-11-23 07:00:00+00:00,0.011462436188955928,168,A_hold7d
BNBUSDT,2024-12-03 19:00:00+00:00,-0.0272032638154176,168,A_hold7d
BNBUSDT,2025-05-08 15:00:00+00:00,0.05337753015249347,168,A_hold7d
BNBUSDT,2025-05-23 02:00:00+00:00,-0.025744557329463014,168,A_hold7d
BNBUSDT,2025-07-10 17:00:00+00:00,0.06268140557669821,168,A_hold7d
BNBUSDT,2025-07-20 21:00:00+00:00,0.10237577386127139,168,A_hold7d
BNBUSDT,2025-08-14 06:00:00+00:00,-0.0011667148891845152,168,A_hold7d
BNBUSDT,2025-08-22 20:00:00+00:00,-0.04689955357142861,168,A_hold7d
BNBUSDT,2025-09-10 13:00:00+00:00,0.04980412085782926,168,A_hold7d
BNBUSDT,2025-09-20 11:00:00+00:00,-0.03330459087415272,168,A_hold7d
BNBUSDT,2025-10-02 20:00:00+00:00,0.15125518185011932,168,A_hold7d
BNBUSDT,2025-10-13 06:00:00+00:00,-0.14644511568899898,168,A_hold7d
BNBUSDT,2026-01-13 17:00:00+00:00,-0.03479454257098791,168,A_hold7d
BNBUSDT,2026-03-13 08:00:00+00:00,-0.031028382640035934,168,A_hold7d
BNBUSDT,2026-04-22 13:00:00+00:00,-0.045683425813492495,168,A_hold7d
BNBUSDT,2026-05-06 11:00:00+00:00,0.037628539904376535,168,A_hold7d
BNBUSDT,2026-05-15 08:00:00+00:00,-0.040859159242355725,168,A_hold7d
BNBUSDT,2026-05-30 15:00:00+00:00,-0.172863749586051,168,A_hold7d
BTCUSDT,2023-10-01 22:00:00+00:00,-0.004765352582454361,168,A_hold7d
BTCUSDT,2023-10-16 18:00:00+00:00,0.08966301533280019,168,A_hold7d
BTCUSDT,2023-10-25 14:00:00+00:00,-0.01884571155098358,168,A_hold7d
BTCUSDT,2023-11-01 20:00:00+00:00,0.0039551918766493905,168,A_hold7d
BTCUSDT,2023-11-08 22:00:00+00:00,0.05173819957539294,168,A_hold7d
BTCUSDT,2023-11-15 23:00:00+00:00,-0.013882762519084378,168,A_hold7d
BTCUSDT,2023-11-24 15:00:00+00:00,0.0030336057744004847,168,A_hold7d
BTCUSDT,2023-12-03 13:00:00+00:00,0.10294422172569839,168,A_hold7d
BTCUSDT,2024-01-02 00:00:00+00:00,0.03379723011363622,168,A_hold7d
BTCUSDT,2024-01-11 12:00:00+00:00,-0.10771610358184025,168,A_hold7d
BTCUSDT,2024-02-10 20:00:00+00:00,0.07394302184719503,168,A_hold7d
BTCUSDT,2024-02-20 13:00:00+00:00,0.07885067163915016,168,A_hold7d
BTCUSDT,2024-02-28 16:00:00+00:00,0.07288927211285134,168,A_hold7d
BTCUSDT,2024-03-08 19:00:00+00:00,-0.000547717028885673,168,A_hold7d
BTCUSDT,2024-05-17 15:00:00+00:00,0.014836941979400333,168,A_hold7d
BTCUSDT,2024-06-05 15:00:00+00:00,-0.027789326627549626,168,A_hold7d
BTCUSDT,2024-07-19 16:00:00+00:00,0.012703077096566597,168,A_hold7d
BTCUSDT,2024-07-27 12:00:00+00:00,-0.09552763157894739,168,A_hold7d
BTCUSDT,2024-09-24 22:00:00+00:00,-0.0610262604928159,168,A_hold7d
BTCUSDT,2024-10-14 22:00:00+00:00,0.017969753513708886,168,A_hold7d
BTCUSDT,2024-10-28 18:00:00+00:00,-0.024543883932467314,168,A_hold7d
BTCUSDT,2024-11-06 03:00:00+00:00,0.1699935821192431,168,A_hold7d
BTCUSDT,2024-11-13 14:00:00+00:00,0.0320889321152249,168,A_hold7d
BTCUSDT,2024-11-21 17:00:00+00:00,-0.0344771427245556,168,A_hold7d
BTCUSDT,2024-12-05 02:00:00+00:00,0.0036946203186445387,168,A_hold7d
BTCUSDT,2024-12-15 23:00:00+00:00,-0.09081261380117689,168,A_hold7d
BTCUSDT,2025-01-17 16:00:00+00:00,0.004411946102995669,168,A_hold7d
BTCUSDT,2025-04-22 07:00:00+00:00,0.0707962337710335,168,A_hold7d
BTCUSDT,2025-04-29 18:00:00+00:00,-0.005395802698548223,168,A_hold7d
BTCUSDT,2025-05-08 00:00:00+00:00,0.05969417390874776,168,A_hold7d
BTCUSDT,2025-05-18 14:00:00+00:00,0.01779681577931691,168,A_hold7d
BTCUSDT,2025-07-09 19:00:00+00:00,0.0649365548098435,168,A_hold7d
BTCUSDT,2025-08-13 19:00:00+00:00,-0.07098533136512108,168,A_hold7d
BTCUSDT,2025-09-17 05:00:00+00:00,-0.04018226376781153,168,A_hold7d
BTCUSDT,2025-10-01 23:00:00+00:00,0.03772351614515923,168,A_hold7d
BTCUSDT,2026-01-05 17:00:00+00:00,-0.03163394836014055,168,A_hold7d
BTCUSDT,2026-01-13 22:00:00+00:00,-0.07769174164535508,168,A_hold7d
BTCUSDT,2026-03-16 04:00:00+00:00,-0.07370820804375988,168,A_hold7d
BTCUSDT,2026-04-17 08:00:00+00:00,0.024462390397092193,168,A_hold7d
BTCUSDT,2026-04-27 00:00:00+00:00,-0.011601228618334012,168,A_hold7d
BTCUSDT,2026-05-04 01:00:00+00:00,0.01971621384282174,168,A_hold7d
CHZUSDT,2023-09-30 08:00:00+00:00,-0.05512499999999998,168,A_hold7d
CHZUSDT,2023-10-23 22:00:00+00:00,0.02913608748481189,168,A_hold7d
CHZUSDT,2023-11-01 19:00:00+00:00,0.14700758902510214,168,A_hold7d
CHZUSDT,2023-11-09 06:00:00+00:00,-0.013371973587674278,168,A_hold7d
CHZUSDT,2023-12-07 06:00:00+00:00,-0.009193409908342163,168,A_hold7d
CHZUSDT,2023-12-27 10:00:00+00:00,-0.04963925729442964,168,A_hold7d
CHZUSDT,2024-01-16 05:00:00+00:00,0.028494216614090462,168,A_hold7d
CHZUSDT,2024-01-26 02:00:00+00:00,-0.08393801211257568,168,A_hold7d
CHZUSDT,2024-02-16 23:00:00+00:00,0.04825849648275282,168,A_hold7d
CHZUSDT,2024-02-26 10:00:00+00:00,0.14108270676691714,168,A_hold7d
CHZUSDT,2024-03-13 08:00:00+00:00,-0.2550826516908802,168,A_hold7d
CHZUSDT,2024-05-25 19:00:00+00:00,0.11877151335311553,168,A_hold7d
CHZUSDT,2024-09-24 22:00:00+00:00,-0.0373130016051364,168,A_hold7d
CHZUSDT,2024-10-09 11:00:00+00:00,0.09481881051175645,168,A_hold7d
CHZUSDT,2024-11-18 06:00:00+00:00,0.20886675291073753,168,A_hold7d
CHZUSDT,2024-11-29 19:00:00+00:00,0.2979999999999998,168,A_hold7d
CHZUSDT,2025-05-08 20:00:00+00:00,0.01411073292489218,168,A_hold7d
CHZUSDT,2025-07-11 04:00:00+00:00,0.0926310370188772,168,A_hold7d
CHZUSDT,2025-07-20 13:00:00+00:00,-0.047926253035990296,168,A_hold7d
CHZUSDT,2025-09-13 09:00:00+00:00,-0.0415338208409507,168,A_hold7d
CHZUSDT,2025-10-01 08:00:00+00:00,-0.06514606741573037,168,A_hold7d
CHZUSDT,2025-12-12 10:00:00+00:00,-0.09399766355140182,168,A_hold7d
CHZUSDT,2025-12-19 15:00:00+00:00,0.00628571428571423,168,A_hold7d
CHZUSDT,2025-12-29 07:00:00+00:00,0.212977742864624,168,A_hold7d
CHZUSDT,2026-01-10 17:00:00+00:00,0.2901956295525494,168,A_hold7d
CHZUSDT,2026-03-28 19:00:00+00:00,-0.04859146640510048,168,A_hold7d
CHZUSDT,2026-04-20 04:00:00+00:00,0.12507056954844575,168,A_hold7d
DASHUSDT,2023-09-26 05:00:00+00:00,0.009708744968898621,168,A_hold7d
DASHUSDT,2023-10-24 02:00:00+00:00,0.057008379888268124,168,A_hold7d
DASHUSDT,2023-11-06 10:00:00+00:00,0.08398312783906547,168,A_hold7d
DASHUSDT,2023-12-08 16:00:00+00:00,-0.07086738759248723,168,A_hold7d
DASHUSDT,2023-12-26 13:00:00+00:00,-0.09404793028322433,168,A_hold7d
DASHUSDT,2024-02-17 18:00:00+00:00,0.022957841483979724,168,A_hold7d
DASHUSDT,2024-02-25 23:00:00+00:00,0.2269312237649339,168,A_hold7d
DASHUSDT,2024-03-05 07:00:00+00:00,0.056618109254177984,168,A_hold7d
DASHUSDT,2024-03-13 10:00:00+00:00,-0.2323127139922393,168,A_hold7d
DASHUSDT,2024-07-14 15:00:00+00:00,0.07480608365019004,168,A_hold7d
DASHUSDT,2024-09-26 07:00:00+00:00,-0.12805363984674334,168,A_hold7d
DASHUSDT,2024-11-09 23:00:00+00:00,0.20337505014039303,168,A_hold7d
DASHUSDT,2024-11-23 00:00:00+00:00,0.20887098886705946,168,A_hold7d
DASHUSDT,2024-11-30 12:00:00+00:00,0.5457723409734743,168,A_hold7d
DASHUSDT,2025-04-28 06:00:00+00:00,-0.07445155855096874,168,A_hold7d
DASHUSDT,2025-05-10 16:00:00+00:00,-0.06983816918675934,168,A_hold7d
DASHUSDT,2025-07-11 17:00:00+00:00,0.05899732858414941,168,A_hold7d
DASHUSDT,2025-07-20 01:00:00+00:00,-0.08925649350649356,168,A_hold7d
DASHUSDT,2025-08-30 23:00:00+00:00,-0.027165016501650152,168,A_hold7d
DASHUSDT,2025-09-07 13:00:00+00:00,-0.01542008946726303,168,A_hold7d
DASHUSDT,2025-10-01 10:00:00+00:00,0.16082702069504107,168,A_hold7d
DASHUSDT,2025-10-10 01:00:00+00:00,-0.051081129538323555,168,A_hold7d
DASHUSDT,2025-11-01 05:00:00+00:00,0.44327239609206814,168,A_hold7d
DASHUSDT,2026-01-13 06:00:00+00:00,0.5532693711096799,168,A_hold7d
DASHUSDT,2026-04-09 20:00:00+00:00,-0.01645783132530121,168,A_hold7d
DASHUSDT,2026-05-04 03:00:00+00:00,-0.026989500209995798,168,A_hold7d
DEXEUSDT,2023-09-18 17:00:00+00:00,-0.04012445223488181,168,A_hold7d
DEXEUSDT,2023-09-29 08:00:00+00:00,-0.03435679930039348,168,A_hold7d
DEXEUSDT,2023-10-26 14:00:00+00:00,0.014890428757037501,168,A_hold7d
DEXEUSDT,2023-11-04 04:00:00+00:00,0.5497097581317765,168,A_hold7d
DEXEUSDT,2023-12-08 04:00:00+00:00,-0.20284162203519507,168,A_hold7d
DEXEUSDT,2024-02-21 02:00:00+00:00,0.23456845753899458,168,A_hold7d
DEXEUSDT,2024-02-28 06:00:00+00:00,0.33579201205727216,168,A_hold7d
DEXEUSDT,2024-03-06 08:00:00+00:00,0.4164850590687976,168,A_hold7d
DEXEUSDT,2024-03-22 02:00:00+00:00,0.14831939839896502,168,A_hold7d
DEXEUSDT,2024-03-29 05:00:00+00:00,-0.016368201960521023,168,A_hold7d
DEXEUSDT,2024-06-05 13:00:00+00:00,-0.06238946831011605,168,A_hold7d
